control_1	control_2	control_3	heat_1	heat_2	heat_3
YCR021C	11.8564123699073	10.0167137110891	11.1690576226658	14.160531047466	14.0660719163366	13.0091809229793
YCR022C	3.23530525337063	2.88521020474993	3.36649623315509	2.70981472771568	2.71469961002786	2.6183290538005
YCR023C	10.8014966351568	11.0260070354185	10.7345531241118	9.85536239343214	9.90076969099603	9.92672352463662
YCR024C	9.14297422579426	9.34492122041525	9.03163583282223	9.71407658052312	9.6953090920324	9.49144651626457
YCR024C-A	7.56488229111569	7.93893828513788	7.8054049689059	5.63100520329659	6.26732242118482	6.718053420976
YCR024C-B	10.6182253485336	10.6957600743452	10.4454593361538	9.5237122759191	9.1288249935657	9.21501465298637
YCR025C	5.04816788353263	5.16488698054974	5.3931990291391	4.83573930061286	4.70061191237885	4.31972105711903
YCR026C	10.6160144966656	10.7583095707421	10.6561597332876	10.8208238959911	10.9984633723015	10.8265988452517
YCR027C	9.1533103547038	9.18605963810713	9.0963858741742	8.86761083024757	8.98431349850765	8.9307281491508
YCR028C	10.4983010639709	10.5123631256322	10.4434444696547	9.77725325305357	9.92731816364025	9.94697387251535
YCR028C-A	11.3833390752086	11.4874519372591	11.1778343142388	10.4157472648129	10.5322905151336	10.3529967701901
YCR030C	11.2631939775477	11.5582976330204	11.3159243197493	11.7313226751423	11.8744195849127	11.7611967823752
YCR031C	14.7560268270922	14.8206146451837	14.8888009031877	11.5174921090143	11.903350407881	12.2747694430366
YCR032W	9.89856694051908	9.91647037432165	9.87953513670641	10.2900006128318	10.2018958496184	9.99516702047273
YCR033W	11.3982016523506	11.4422609889812	11.2314943008196	11.4620534396184	11.5066148735756	11.4074190229359
YCR034W	12.1193771523603	12.2775673369108	12.0905872586292	9.95130363733119	10.224930464108	10.37977352183
YCR035C	10.4998091025289	10.3704735541158	10.4059253299511	10.8997569240019	10.8787269720527	10.8119280679568
YCR036W	10.4797514289262	10.4174699200167	10.4957114125569	11.6137891219709	11.5403502439989	11.4401108933109
YCR037C	11.0254212705131	11.1341943271524	10.9045570564589	11.5695703310972	11.5115078404126	11.507240320166
YCR038C	9.15028624312401	9.15042371492109	8.9538782498676	9.44010478985777	9.44727316465099	9.18762911030833
YCR039C	9.06025662531057	8.75757168549959	9.30318651694712	9.28627773234926	9.10894801388326	9.43812266222696
YCR041W	5.17407635994037	5.43403145493024	5.06895715406562	5.04437730937743	4.92291220221279	4.91715367061861
YCR042C	10.7882369601267	10.6391988872345	10.678043207931	10.8131350596501	10.7262561061756	10.8853836198172
YCR043C	9.59435581542768	9.86261947921227	9.80798247610577	8.87073751553536	8.86346685024875	8.95302837659229
YCR044C	10.8771858778904	11.023751908301	10.7879820595395	10.5539356782517	10.7213393500478	10.6341826235571
YCR045C	3.52796226393721	3.94213500280121	3.74972458839353	5.04834072206025	4.75275795132438	4.72440463425739
YCR045W-A	6.49106522705389	6.7991577740093	6.57773210805928	5.97024671021906	5.95210612715075	6.39373760888678
YCR046C	9.75260228944801	9.89112444287112	9.43546966771504	9.88876232660465	9.94791454863678	9.78682481417056
YCR047C	9.3869356083786	9.21682271484826	9.61378496204699	7.97095978079866	8.31334496606838	8.43322059161039
YCR048W	11.397150593972	11.4445099501996	11.4811587310523	11.3518666055709	11.5420977927005	11.5017642174849
YCR051W	10.8195273630225	10.5238478889256	10.9045104579547	9.70717286886801	9.63314836440458	9.6476786908306
YCR052W	10.9442135069768	11.0309382700804	11.0603016741839	10.5876337221077	10.7075983640581	10.7782649724793
YCR053W	13.7935651486584	13.8911338158936	13.7534943466258	12.6351771351848	12.9343143809313	12.9514348487265
YCR054C	9.18559611726853	9.06187675644626	8.94645676046808	9.17984448028802	9.22734298551573	9.06620088145101
YCR057C	11.6799532755046	11.5399056343748	11.4543744646534	9.98589110058094	10.626298759052	10.5835591337307
YCR059C	10.2874365759164	10.3130726269359	10.2453206677031	8.8419016754142	8.86598473477924	9.03922272783999
YCR060W	8.79287284235814	8.86268344787683	8.7030246131338	8.41948181608949	8.29270400307713	8.36926559496979
YCR061W	9.83070594881527	10.0069934807621	9.55469733084822	11.3749744660516	11.4377768759316	11.1881077027056
YCR063W	6.17706107204818	6.25233251278917	5.97764029513811	5.92316724035173	6.04867616623461	5.71529524778306
YCR065W	10.6017905991223	11.0973717885636	10.8993794149509	9.7948269124136	10.1847835402517	10.4586984517963
YCR066W	8.76522132889117	8.81980591779798	8.79596755143579	8.87877716948813	9.13763476439206	9.16162064561753
YCR067C	11.9944758409648	12.0556606371533	11.8830430457236	12.1805954986502	12.216869547696	12.1362735036393
YCR068W	10.2149520561869	10.3167850139308	9.99770636573589	10.9378411779989	11.0062550610273	10.8223763197533
YCR069W	11.5371820248418	11.7277984451362	11.3685463832634	11.6874196136891	11.7527556873945	11.6273880560267
YCR071C	8.55866412196229	8.66914666900637	8.60249172001106	8.91528401281557	8.9010275575645	8.90837660758371
YCR072C	10.4267966592426	10.3685258161452	10.184202951504	9.55560318107455	10.0974383730361	9.93367649410651
YCR073C	8.67914536938456	8.38883017378843	8.60491164088915	8.71443558070096	8.42423221189058	8.57819887652394
YCR073W-A	9.96707638259638	10.1915863756887	10.1006172127282	10.9889809045365	10.9956780014974	10.7430900966183
YCR075C	9.28553013880156	9.84167777825962	9.65735424614892	9.04431218184052	9.10334544200504	9.19383919960085
YCR075W-A	7.17980155008234	7.2713569161046	6.85790029283967	7.50211211724466	7.41931954110554	7.37277698667257
YCR076C	9.45378787631987	9.4723934067467	9.16862617052436	10.0936220684306	9.86544614375419	9.88109511552543
YCR077C	12.1299652904524	12.3916656740876	11.9568324350755	11.9649873981035	12.1631027779645	11.8904282444216
YCR079W	9.72357961793676	9.89980768447768	9.85758663153094	10.3638616992633	10.4916184921688	10.2517214221741
YCR081W	9.42905156959652	9.45817054721764	9.24138173208512	9.93545759203354	9.98274442882271	9.91017733945404
YCR082W	10.1015869217022	9.97809789146509	9.99232120021829	11.5556100520071	11.4143568718333	11.4207399163738
YCR083W	8.73464196019086	8.58479621782048	8.59201526304468	10.3457963587369	10.359486908531	9.92536960262279
YCR084C	12.9498172680767	13.3140271301606	12.9995717602274	12.3227170924889	12.66255193825	12.5762432453584
YCR086W	8.08088821491888	7.94169758186643	8.13967692295952	8.46364887129957	8.36136806234619	8.56244611019814
YCR087C-A	8.47231276787049	8.01581455522822	8.65227378489374	6.99934924341414	7.01285316901964	7.30008174884234
YCR087W	3.33123187513302	3.5038783365232	3.63361175594193	3.13841346310411	3.0917127445664	2.47287258977695
YCR088W	12.0614159811593	12.4328916287157	12.1730961613962	12.4854903746942	12.7239532041808	12.6333704006249
YCR089W	10.7644798065552	10.7385575975634	10.4524018532031	10.2487423096061	10.2668374407415	10.2735707678687
YCR090C	9.73097044899763	9.46334329983779	9.68338572650756	9.34483648821953	9.250972754681	9.50048152064294
YCR091W	8.9974171936358	8.87813541409672	9.04765314308961	10.2464581166866	10.0911112979237	9.88929204597484
YCR092C	10.0276554013165	9.9838036663657	10.07291396206	9.69172754797704	9.72171573248719	9.93323771339704
YCR093W	11.9675748504634	12.0558566402732	11.7347972413761	12.2672802086954	12.3042820670798	12.0972663059432
YCR094W	10.1324670562787	10.0881257055454	10.3504956658212	9.80876634385862	9.89163492393568	10.030541582405
YCR095C	9.36941450318889	9.3610626979488	9.29795425468183	9.54299482059098	9.48181001221793	9.49785536004647
YCR096C	6.37721254547714	6.31912829435668	6.81890203209598	6.2012611754635	6.20962243564862	6.19541327417035
YCR097W	8.74837467690171	8.20132935390538	8.47545366356065	9.04572809956812	8.80215027565	8.84859772709988
YCR098C	7.62973829710482	7.46302340105521	7.46857490204897	9.11130985428684	9.48378201834814	8.7704849837241
YCR099C	7.01351421069669	7.12353698281572	7.12092000685121	7.23198565044575	7.06306953040276	7.02364629212793
YCR100C	8.11512767379189	7.90340249690538	8.16290280194346	8.20685051999564	8.09040456007359	8.04228544252227
YCR101C	6.65212107456106	6.79807805595949	7.07473391247751	6.90217137192578	6.9359379774749	6.71505280330045
YCR102C	6.51498668935325	6.49423751593431	6.33327871303159	6.30611843728715	6.18754660348753	6.17827777741809
YCR104W	2.62026990571405	3.04481322173217	2.51657083718798	2.50188905800958	2.92053973156922	2.67425586571791
YCR105W	5.25227608040463	5.48129755612471	5.6275574869711	6.12561857522529	6.11787645025931	6.1339333914806
YCR106W	8.74981265410096	8.81055159577042	8.39543561606282	8.17736720724264	8.21637674803429	8.18678272498985
YCR107W	8.61470710754363	8.67545037532711	8.57015096161304	7.72895142135986	7.72365083751583	7.80832446707185
YDL001W	9.05761582966802	8.95191510012361	9.33498333585161	8.57936257504341	8.62095313382947	8.76099871115876
YDL002C	9.17332348751088	8.91425198568623	9.34554949949701	9.00664167114544	8.82137244506483	9.24994229224603
YDL003W	9.98462181006222	10.0243839093752	10.1886776623742	8.61873459460612	8.70098111900014	9.11580885459607
YDL004W	10.7543384996013	10.9263575463634	10.6623345113168	11.0022028347588	11.0602239319138	10.7612977965018
YDL005C	9.86759907452499	9.67195836399183	10.0126798382827	9.82159802995475	9.68806279474068	9.88109026257803
YDL006W	9.64950121073186	9.58259749094971	9.53371665630962	9.57584890695813	9.25666545774676	9.2915942738957
YDL007W	12.4517209222357	12.1176201322626	12.3944415773849	13.233145290387	13.0977052992984	13.250958683852
YDL008W	8.85088724281235	8.74154048055914	8.61886623941475	8.58548808913616	8.72710954523518	8.43195481619801
YDL010W	9.45995205319235	9.21594093706092	9.61692534281241	9.68876435650982	9.4955346654503	9.77785156078815
YDL012C	9.5883493797857	9.55475041093171	9.4351474444826	9.42742068163463	9.54767251132148	9.17376681010594
YDL013W	9.88483587485544	9.80038759136917	9.99877053842154	10.2607089948819	10.1989717096686	10.1232115704378
YDL014W	13.5104207692385	13.6547299624847	13.5991285512094	11.4330213968469	11.9591761770709	11.8417641348637
YDL015C	12.4699957446331	12.6295298648713	12.3879478791256	12.1626495787437	12.2640610583011	12.1135768055089
YDL017W	8.99518013198913	8.85837317675886	8.96721733698058	9.33558339244823	9.22940189882301	9.35060003017899
YDL018C	9.17247667941589	9.3130627697507	9.16186223595824	9.45576631890825	9.46821185515528	9.39321153766099
YDL019C	11.3729704575568	11.4107914719603	11.5780288296438	12.1420984827126	11.9587404617813	11.9105484467486
YDL020C	12.7885755553546	12.7912228479596	13.2531708035358	12.1662099403867	11.9941508603667	12.0767974759057
YDL021W	8.44314692782711	8.46983414507471	7.84492667426108	11.1602897845457	10.8543406607392	10.9009768978757
YDL022C-A	1.72614174462961	1.74691763469176	1.75015254572234	2.49628886441036	2.29828973238107	2.50986626201281
YDL022W	13.2787741352897	13.4630786901511	13.5298543638395	13.916450749654	13.9751235580505	13.7862671037299
YDL023C	2.66085379968617	2.87437282652618	3.00664501046582	2.77635674476257	3.11979331126476	2.95799643281501
YDL024C	6.64590370210437	6.50589639894415	6.52382811560732	9.90834172280179	9.66833193192257	9.24551931152217
YDL025C	10.5292466820342	10.6442625520667	10.6571752689688	11.3112279796524	11.3231252599664	11.1581878135042
YDL026W	2.45864897262229	2.60089268252456	2.70925699381682	4.13232197899846	3.7232367299266	3.38856777128864
YDL027C	9.85780161977017	9.91137032886097	9.63977824570457	10.6850781121119	10.6718583081716	10.4627439087194
YDL028C	10.0071486430089	9.80296176723654	10.1131881404773	9.76950713542048	9.53882972411914	9.86815138691509
YDL029W	12.3625803997906	12.4812299536272	12.2035968354441	12.4427310478745	12.5419349281076	12.4576757040075
YDL030W	9.20936297203699	9.01938023568354	9.09906747079781	8.95316421736803	9.03951681661439	9.12418537782134
YDL031W	11.1305023267682	10.8103542215173	11.0581190226537	9.77624218835203	10.1888245793405	10.1424911442979
YDL033C	8.63601731289963	8.62691049578273	8.46168875371632	9.12151030657314	9.19401404112819	8.85478445624804
YDL035C	10.7972845063403	10.8743573401619	10.8423657358114	11.3478911602906	11.5891461225413	11.4902171499259
YDL036C	9.51847226076036	9.36829583498147	9.47886412890057	9.04664633186565	9.11349964995527	9.24633193299744
YDL037C	10.3516983570092	9.47841409011464	8.55986997058598	10.2780476081744	11.2029612145262	10.7678699112463
YDL039C	11.9467250640093	10.9468639288829	10.3874504962513	11.9682803747233	12.8087099667257	12.4003811137436
YDL040C	12.2569831837844	12.2392849491234	12.2626281177388	11.6114560907638	11.6025927501747	11.7678717349063
YDL042C	9.92778681928293	9.9370283726613	9.82129770479625	9.50175110403951	9.60564279810784	9.66532120030419
YDL043C	8.96217059642811	8.61283922310901	8.838212501558	8.65979045957829	8.52999231974512	8.99969622086296
YDL044C	8.59362131814442	8.13726938290081	8.75904806160674	8.60880965489271	8.52517434580544	8.57243642513976
YDL045C	9.82589769602319	9.60646601468161	9.6102367906319	10.1561216322	9.96933655553774	10.1448126968225
YDL045W-A	8.83329204651563	8.80108872327049	8.84691705833344	9.28302014883503	9.28526287604993	9.28238596625693
YDL046W	11.6854334795773	11.9078322907368	11.8413881368329	12.473705296153	12.5838106185644	12.4595048578691
YDL047W	11.2481104597389	11.2733583916447	11.1134331045194	10.9174730863143	10.9310670929983	10.9180420482136
YDL048C	11.7533106058583	11.6318723171216	10.6442383096827	11.3992015776388	11.5514314666206	11.0279429621703
YDL049C	7.50415152377802	7.5292247945199	7.38592632554527	7.87208378996219	7.78994034645463	7.46314019300731
YDL051W	11.5865067684108	11.2150952690664	11.7829294959846	10.2221343647293	10.4297032816144	10.5149624475078
YDL052C	11.7468851100498	11.9252456128652	11.7502283729253	11.6851656021309	11.8335103590269	11.664350336224
YDL053C	9.58809659255386	9.72543787500795	9.73611776183381	9.97181488711586	10.0822714171691	9.95704468147002
YDL054C	10.2533572073277	10.4164612906793	10.0869452420865	10.6514905666982	10.5252628604247	10.4133971840717
YDL055C	15.2700837705239	15.4976804071675	15.2774575388846	13.9233194788076	14.1310751790359	14.0380331558897
YDL056W	10.4369252085214	10.4189059862286	10.3441054899498	10.2697386175821	10.3194863517378	10.3226943224477
YDL057W	8.28689931677593	8.19544007260755	8.11660725898743	9.17105471295783	8.8504454216949	8.84472775456497
YDL058W	10.9342572068414	10.8808804880206	10.924059123423	10.5642744550972	10.7061566954804	10.8961039186563
YDL059C	7.30383226009324	7.02991775669764	7.20892803708354	8.41952308009078	8.22536580619381	8.13995533869462
YDL060W	11.1423834043501	10.8113278843895	11.0154436944386	9.46687115590641	9.89688230699538	10.1362504807925
YDL061C	12.8359971930437	12.9303661763822	12.9336135318669	9.24423371529465	9.635952890901	10.4296716070579
YDL063C	10.3354715248638	9.90468568733177	9.91579438875447	8.91245965241428	9.31371150889333	9.40863532608106
YDL064W	10.2494655284115	10.2977604098125	10.3468825057123	9.7324123352231	9.809384750531	9.88102864030497
YDL065C	9.76779571800964	9.33855294817447	9.72358860319271	9.6298922308362	9.547762253404	9.93503621891348
YDL066W	11.9850617191225	11.979657053054	11.9823147698395	11.9248853605723	11.9666223788513	12.0284946340578
YDL067C	9.49091912356517	9.89175300402849	9.54062710733749	9.02107270157592	9.35441457026787	9.04698544068927
YDL069C	7.19975132151045	7.0747441882474	7.35036174336158	7.75897846684851	7.27548568138108	7.55993111946807
YDL070W	11.5895444227591	11.6766819223312	11.4391077990236	12.0305935299831	11.9164489426837	11.851118945203
YDL071C	3.65477535212105	3.24816711782679	3.44482974705603	3.39206498373715	3.19015051185191	3.26400441466858
YDL072C	11.4991871487212	11.6632121512676	11.3358056175964	12.6175245393309	12.6122356430934	12.2509454164303
YDL073W	10.7767657729062	10.7345328410998	10.6268625134512	10.209601112259	10.2673217353748	10.2806264903153
YDL074C	10.7787280511077	10.7245854318043	10.7019314060749	10.2725935068877	10.2956884752936	10.3259246959402
YDL075W	14.0681111042914	13.8281900483936	14.2029556834004	10.192446870695	10.4021844395648	11.4949808934737
YDL076C	9.90121625054789	9.81304365493855	9.92509990146864	10.0441481232128	9.90768213863972	9.98523263918671
YDL077C	10.0415834816475	10.0027850728552	9.86446078844705	10.2004490378529	10.1431377073756	10.3189211664569
YDL078C	11.5717608501443	11.6583549663098	11.4224722807329	11.54886324398	11.4431444423899	11.4768499789989
YDL079C	7.00747384902257	7.17172727559717	7.72061614859941	7.59882267962382	7.34340284878789	7.18654804543138
YDL080C	10.0085382454205	10.0082813661241	9.90741414835099	9.83816203948522	9.84708480893367	9.88039488669472
YDL081C	14.125420637385	14.1792618125205	14.272918316119	10.6927432344323	11.1001260109496	11.373975560938
YDL082W	13.7478817662682	13.6617034121354	13.8238577710837	10.479942838129	10.950523564964	11.7121453275695
YDL083C	14.23269845332	14.300226734264	14.3526254713207	10.2054653831639	10.6430843906491	11.6221933091242
YDL084W	13.9199684970327	13.9875706608278	13.784616216158	12.6918917415675	12.785805979939	12.8430335894864
YDL085C-A	7.61613466220574	7.72793713397026	7.50242718290977	6.64880543697762	6.83290730555944	6.7481591352751
YDL085W	5.70578182176831	6.29323753926587	5.78451615496864	9.86806504299742	9.86078842583074	9.37893465657187
YDL086C-A	5.30219120825424	4.99643442830725	5.4701726825933	5.13944010182932	4.78531567387726	5.18483298698047
YDL086W	11.3478302829745	11.4339105253261	11.1119669856558	11.5836960508406	11.6036326179896	11.4058481874738
YDL087C	8.30195611458898	8.50298465972589	8.42083117421011	8.57549877958366	8.6606553141115	8.71759507418074
YDL088C	10.6493779216465	10.6143171014176	10.5970084610317	10.6966259840422	10.6407520717973	10.699261297331
YDL089W	9.2311247971368	9.48204806290567	9.39023252992155	9.91944536303519	9.76463214021663	9.80180629001219
YDL090C	9.81163676870284	9.74075857690651	9.76355848863473	9.79080149715101	9.71072135675717	9.82140916251612
YDL091C	9.62101814059729	9.52771055970611	9.48942013921043	10.014838912443	10.0575544224243	10.068950730668
YDL092W	10.0912341028152	9.93688437607589	10.0140484184707	9.91131366552442	9.96560755666453	9.98382819011121
YDL093W	10.6744968014661	10.8023410769347	10.6324672127446	9.91478949840753	9.99087287672651	9.92261148072992
YDL095W	13.1379152840959	13.3475992996635	13.1124447932119	13.0083848708962	13.1859390308399	12.9497727121499
YDL097C	12.3285000411192	12.1678763895605	12.2863791789914	13.2736785430107	13.1346231852102	13.2346854018959
YDL098C	7.80437815572699	7.63354922198545	7.96522644112311	8.15630639393173	8.00224600962207	8.3638273471295
YDL099W	10.1352371448046	9.76738432954943	10.3313224413171	10.4708665053819	10.3868591733883	10.7013861080762
YDL100C	12.703166421119	12.7011846132321	12.6468363521168	12.9205217494674	12.9859372922872	12.955665441441
YDL101C	9.431171348005	9.54052852163609	9.68660072091808	9.70240060986504	9.669883586363	9.76317423647819
YDL102W	10.3780833760646	10.2869116424851	10.1630422952391	9.78323459947965	9.88630747241137	9.86194781767489
YDL103C	10.7548386304014	10.645774850991	10.7806699340267	10.9463622774063	10.8694870181874	11.012748879379
YDL104C	7.94099034034326	7.81506081395988	7.61993073183955	8.10878480034977	8.03379436296327	8.04428324987039
YDL105W	7.98698270270021	7.93124899917886	7.80700245604886	7.7137612186094	7.65172249712492	7.83860497623435
YDL106C	9.84794419532581	9.65046196250407	9.93782157105468	9.88788331756709	9.86205853835747	9.92925175998475
YDL107W	8.19760205787877	7.7300915167237	8.24811015967023	8.57071577321848	8.42768181505888	8.82051837970138
YDL108W	9.71512475133017	9.52525037797459	9.56427473361949	9.57073416020936	9.39753371678811	9.63712922456286
YDL109C	8.85264361952365	8.85572799737768	8.85663384353588	8.96070952731111	9.12051839135057	9.09557485859068
YDL110C	8.99787915617051	9.19744324218169	9.17930279730254	11.6103754505326	11.2824950083099	11.1568722268682
YDL111C	10.8354684675897	10.8242535423618	10.8905414404805	10.7794885706447	10.9348817929172	10.8242569386195
YDL112W	11.4890568514912	11.2724320616934	11.2102428572391	9.53241393338153	9.95221142835311	9.8663170741244
YDL113C	9.71192401201668	9.49412354615735	9.97741150199462	10.3256816552907	10.2089980515497	10.1575359642196
YDL114W	3.53996052559596	3.95345488845681	3.78297563863987	5.00147660534361	4.91373557196861	4.85852821221525
YDL115C	9.6025101229078	9.3262934493358	9.76155414200083	10.4006532170137	10.2185784396329	10.2853074592656
YDL116W	11.0498007391864	10.9682795303509	10.9971894387948	10.6822751863518	10.7274080662104	10.7375637135448
YDL117W	10.6825932642255	10.6280828926394	10.5314991580187	11.5081958682082	11.4744853788999	11.3913098037163
YDL119C	8.48135882282518	8.54574664688902	8.45472069919188	9.84114809187452	9.75242594561927	9.58193929170108
YDL120W	9.67624483229861	9.72896129845842	9.76974061136863	9.24941861080806	9.15096427778746	9.34880753438333
YDL121C	9.98261146331798	9.83193424065763	9.99801804561892	8.23879372217705	8.39097338700501	8.31684904000773
YDL122W	11.5151482945525	11.6548590137858	11.6399801447818	11.2601108419168	11.533266209258	11.4959235870517
YDL123W	8.71663904598016	8.85801657915415	8.65629514722993	9.45149779724654	9.28348161505572	8.76240097430681
YDL124W	12.560584133285	12.5081763265739	12.4442738537614	14.5642344608243	14.3952608536909	13.9438409727066
YDL125C	11.7561064844883	11.7834190391986	11.7734974712001	11.5115593364578	11.4529224545755	11.4211034855265
YDL126C	14.1313657795876	14.0961528251686	14.0059907952904	15.0363507888611	15.0092692690508	14.9726185954611
YDL127W	9.02723506343524	9.36080407048277	9.24892367802355	9.10279847190962	9.40003457661553	9.69972841745382
YDL128W	11.6216845197628	11.7197409431007	11.6914890090479	11.6784608432648	11.787382005695	11.7397327150612
YDL129W	7.94099442516341	7.89918705267603	7.73984755963044	7.02521777537298	6.92002663124499	6.8959287286812
YDL130W	14.0787714793895	14.143181097281	14.1478301130018	9.77286376059021	10.3950186879103	10.8864698046856
YDL130W-A	8.35183480763052	8.87949149049352	8.28889287046691	11.5420437455058	11.3190868457237	11.0669092377383
YDL131W	12.0325490398721	12.0238942143978	12.0614554247112	11.0537450497857	11.2026937182656	11.4164754709446
YDL132W	11.5589270807674	11.5606796574462	11.5938105712756	12.1248906488838	12.0002790804811	12.0555523631395
YDL133C-A	4.52880085723515	4.43801478995092	3.88561142609109	3.22867342751993	3.13899538630193	3.62371958542217
YDL133W	9.95252322839889	10.1290613688362	10.2052503414105	10.1080444550135	10.0155103860879	10.1879703116115
YDL134C	11.765451081026	11.8822887492297	11.6991725500743	11.7405870947804	11.8130112914342	11.8206135478787
YDL135C	10.1630588272848	9.94985127528394	10.1170256296904	10.0474400938851	9.94562539545938	10.267666416947
YDL136W	12.7396108351118	12.4243004620681	12.9445320000168	9.40546456207985	9.61839738306875	10.6039200550075
YDL137W	12.2891247006245	12.3394950027443	12.1152053731726	12.1192540831398	11.9755223311405	11.8308474857717
YDL138W	10.2950104715509	10.2292348553038	10.2491651032464	10.6540947635179	10.6500836125897	10.652502901185
YDL139C	7.08642553928303	6.83417115927789	7.29231638647466	7.221997132564	7.06801315278597	7.49157605287878
YDL140C	13.0703618966852	13.2433542297455	12.9843410764769	13.3233317313185	13.5002058328945	13.285235315197
YDL141W	10.8209273178064	11.0360763334335	10.8511410888049	10.4139199088454	10.6539728427962	10.5992102115031
YDL142C	9.28210959618106	9.42126377539171	9.419835282972	9.82500144166207	9.74740463667493	9.57446486574864
YDL143W	12.843620638694	12.7608025731531	12.721950752971	12.8210288156022	12.8573321039603	12.8367832947144
YDL144C	10.385966018836	10.5478996997297	10.3236538720299	11.3163532866676	11.3041326346489	11.1855486293856
YDL145C	13.3301700989052	13.4419213058325	13.2247667347194	12.8004125121352	12.8939956609333	12.8827240466815
YDL146W	10.2464429963776	10.2427119186136	10.1203260742246	10.5792565007968	10.4740370199536	10.1423614725003
YDL147W	12.1267038029165	11.8501999113674	12.0340563540013	13.0615508233741	12.8615489295394	13.0093347330386
YDL148C	10.7176593512691	10.1582636063443	10.7860223992154	9.04389053572752	9.4366727217667	9.66026876284849
YDL149W	9.17796365683026	9.22521814602099	9.23124069159874	10.4057682086406	10.2892805808289	10.1811414820656
YDL150W	10.1721679273643	10.1665039070616	10.303232807781	9.35419698182467	9.78363336236651	9.82560882372735
YDL153C	10.8146413752938	10.2662215579972	10.949856678789	9.09699418175404	9.52234917835803	9.73849212654999
YDL154W	8.91138068958323	8.97508584987629	9.19531594027416	7.94508305462897	7.82730324627906	8.22619892360088
YDL155W	10.2630100331865	10.3457953444578	10.3732718230125	9.85557450596352	9.90970439340819	10.0328217032415
YDL156W	8.60003958110041	8.7367407070503	8.72220671806884	8.29221951790794	8.43465648527022	8.63832684235712
YDL157C	9.92357360887523	9.96414311123101	9.85901476887072	8.96197366947547	8.91067116563515	8.83668966139051
YDL159W	9.42429582140985	9.3624128161104	9.50293476538382	9.90626002211994	9.79024629436682	9.64329752387931
YDL160C	11.0501386963478	11.1155092742647	10.8391328454983	11.2248086179305	11.3636246824344	11.0177767061278
YDL160C-A	7.09381084441567	6.97593866916782	6.99676318933645	6.5269500082638	6.37140642670329	6.44855638765206
YDL161W	10.4770984666669	10.2144256379376	10.469646077313	10.7259453952294	10.5200247528797	10.7682140085705
YDL164C	10.6465856808304	10.8165269716171	10.7216232844499	10.0835610961019	10.136515580785	10.2336100226278
YDL165W	9.91828832141898	9.76848341720709	9.72748284766061	9.72794631949247	9.73229626391075	9.6286077148112
YDL166C	9.70697585756788	9.30719630123088	9.68836664911981	8.77813847265519	8.49699791817904	8.98173462604657
YDL167C	10.962290949623	10.877453948184	10.6786760876486	9.95308949237935	10.3979353363439	10.3612029169978
YDL168W	11.3085827047778	11.3201090409958	11.3908498163562	11.7140538038989	11.65678092988	11.6131163948225
YDL169C	6.52974536894969	6.74162271925722	6.15676240759605	9.22287794835887	8.88849737897839	8.76355639868198
YDL170W	10.1503612203169	10.1413133735016	10.2191202986569	10.3334143971744	10.384989095946	10.3020336428138
YDL171C	12.8385261456407	12.9934738282853	12.8840210763341	11.5432664308865	11.5408720630763	11.5613027355139
YDL173W	10.379643172287	10.4705693560423	10.4287690224098	11.0051182230478	11.0556703077364	11.0280810481997
YDL174C	11.2505057201581	11.270592173135	11.1829034119896	11.7541166334324	11.6746056853254	11.6202201178705
YDL175C	9.1471351479341	9.28426308320206	9.2592522061966	9.55715532605264	9.39110061846533	9.41209060997154
YDL176W	9.72670503709501	9.85739007927748	9.67129174502529	9.27622230429717	9.43223989952289	9.56633104636474
YDL177C	7.63750684295503	7.44692580125097	7.91832261476501	8.07761370094482	8.04534275267252	8.22155114105545
YDL178W	11.0345059423783	11.2866376919259	10.8632814445235	10.7399514553633	10.8093155205026	10.686100276732
YDL179W	9.78286623089862	9.7199510528109	9.64481204266549	10.3933326378055	10.148411929259	10.1701875039055
YDL180W	10.9026844252276	10.9843912393559	11.0873578360588	11.0074993216509	11.0434585343054	10.840644196855
YDL181W	8.22343172164817	8.79833346242024	8.05879379036582	9.5815334139297	9.63558861456317	9.21347434912886
YDL182W	12.5751550858268	12.1629824316269	12.4779440519534	12.0262337505809	11.9188734120367	11.9467587353307
YDL183C	7.49116694832615	7.50066466324947	7.92448597451661	8.47534948327406	8.14939828475435	8.18301867127552
YDL184C	6.87859518154258	7.05924589255892	6.23226976640603	4.82943563205202	4.34759655239225	5.05426943130634
YDL185W	14.570222123957	14.6695673029543	14.5038647741935	14.2596647791658	14.4284220119828	14.3022713349026
YDL187C	4.11036882063149	4.27228458357078	3.52259166332988	4.20235355470314	4.24183018928976	4.12044704668844
YDL188C	11.2017774721131	11.3464529944501	11.1597931805171	11.1429489192393	11.0520689301264	10.9201684139557
YDL189W	10.4897268699492	10.5612217803378	10.4705890659253	10.0231284301946	10.1761345282976	10.2797405108807
YDL190C	11.3819998200653	11.4866289207049	11.178931504811	11.4742968980491	11.4585287816421	11.3408534430054
YDL191W	13.6742308699086	13.4554508193101	13.8554813260669	10.5600869150249	10.7306997563635	11.6124646403486
YDL192W	12.9871068335354	12.9581611721911	12.9153392013263	12.2098109914164	12.2027053199557	12.2322670984871
YDL193W	10.3314415108409	10.1870288880123	10.3477400495713	11.0552121946807	10.9369975332714	10.7623471400243
