control_1	control_2	control_3	heat_1	heat_2	heat_3
YBR021W	9.76802984166572	9.76175689454508	9.88853975271776	8.23567481615957	8.75560602913243	8.58487156467788
YBR022W	8.06139385397774	8.0109843317493	7.7971466928074	8.85433148942238	8.7628580256038	8.75109982282732
YBR023C	11.8135935587043	12.0514907179398	11.8044044616525	11.5694940661633	11.7074399906276	11.5932056950271
YBR024W	8.60856116259647	8.59132050031877	8.4651603263512	9.68818993260024	9.46774891245263	9.36052911771061
YBR025C	14.4098615739335	14.2979269101929	14.436483546133	14.0301326361907	14.1292233133553	14.1552711248776
YBR026C	11.1663381339421	11.2757309487774	11.1363068998846	12.559160378228	12.567769464567	12.4371229213003
YBR028C	10.5898580708896	10.5842047137477	10.5831052462099	9.95217355253753	10.0332259280714	10.1089000997064
YBR029C	11.2305367811423	11.2812430961278	11.2461649035372	11.0944540597493	11.3176435266917	11.1421447862345
YBR030W	9.89457607850367	9.74515246792894	9.94281740351151	9.18490801445999	9.46853663844298	9.33161394276893
YBR031W	15.9953367197523	16.0263598767666	16.0522332136745	13.2473015444434	13.778097654286	13.9518259107799
YBR033W	5.82648282638739	5.9671266377626	5.67826066010284	8.03099756858155	7.90092044299514	7.70961556361489
YBR034C	11.816043852566	11.7931887977959	11.6098969554902	12.0900257161944	12.1893146661076	12.0259648553109
YBR035C	11.1387903867936	11.1300848544043	11.0206357837582	11.8044864513704	11.6246851048479	11.5739004810935
YBR036C	12.0998023182021	12.1543486721019	12.1256708848249	12.2147436846261	12.271852293823	12.1716286600249
YBR037C	9.44323526022317	9.74900892053371	9.49211844560006	9.79556707956238	9.80669520605655	9.52595894886571
YBR038W	11.5868204741851	11.761769853712	11.6784253360013	10.6577239080439	10.799715977914	10.7006853169593
YBR039W	11.5274605221529	11.5793322813851	11.4823876724358	11.767319973234	11.6778632113605	11.6466832623308
YBR040W	4.50834969354258	4.90262234857711	4.41925039154387	3.83612674383401	3.93770068059996	4.56416153225156
YBR041W	11.4461930546	11.7337620502898	11.3953929172974	11.1635998648066	11.2122880799198	11.2689495028875
YBR042C	10.4853763345541	10.6630907676867	10.379509829424	10.3124304650671	10.346292966394	10.17627307034
YBR043C	10.3448833734051	10.5060115654881	10.4849870604313	10.1445003338953	10.2243595570678	10.2094838582268
YBR044C	9.70920585982478	9.77062676951982	9.70762365475873	9.95970483881218	9.90639493807519	9.82769960187363
YBR045C	7.54866345167724	7.78217545664534	7.80939841438023	8.40265306825428	8.18593104467605	8.35074668690247
YBR046C	9.9254336733264	10.0882093597823	9.7369247463936	11.564548179057	11.4514915339546	11.3032370502538
YBR047W	6.78008798930527	6.60877923265286	6.55058943375667	7.8131732356259	7.46580699759698	7.53422523084563
YBR048W	14.0568421738906	14.2439649073789	14.213106232524	10.3229993624867	10.7843793751952	11.3668511563207
YBR049C	11.4119624942769	11.3272774900329	11.5363195213929	11.0822855923401	11.0768011641538	11.2705084235257
YBR050C	6.38555540236873	6.04423864567791	6.45605157386559	6.82885295546512	6.60269831513273	6.51341608791421
YBR052C	11.1916950366388	11.2994943146712	11.1351047870383	12.8511206522405	12.7063015442791	12.498044146602
YBR053C	10.9978203669619	11.1146161609311	10.8084161173822	12.7459847209518	12.5620744123504	12.322435404344
YBR054W	12.5296751660983	12.103730443141	12.1714542446231	13.9578169452951	13.8924446511063	13.4576216411614
YBR055C	10.1811519772527	10.0992845016013	10.3196760106203	9.86994917886247	9.97803580283576	10.1426534157172
YBR056W	11.0149515891495	11.0738128485599	10.9627698822847	12.5067201114255	12.3817228542842	12.2392130144577
YBR056W-A	5.97781067000488	5.75083894867599	5.28614010447441	6.74162423993669	6.90857054000318	6.02744590523071
YBR057C	9.72863406994218	9.93840613213402	10.0477127554194	9.35355843211213	9.7681333664383	9.744842437338
YBR058C	11.123716881083	10.921321124472	10.862328959258	11.0247628760829	11.1120227182524	11.1809039597786
YBR058C-A	8.44884386769056	8.55846935089885	8.25820108867444	8.39425565854193	8.47678533307513	8.33740845794274
YBR059C	11.324632158266	11.4057576937465	11.3671966846639	11.9235528777855	12.0072413157737	11.8811555988939
YBR060C	10.4370284785578	10.2119300161326	10.6201985157525	9.80455329450294	9.94879833553803	10.2011602362121
YBR061C	9.98577768064825	9.76897233896382	9.94767709432935	9.03118452786988	9.13064071990372	9.09920365767451
YBR062C	9.18657378963827	8.95676683678259	9.0795635237565	10.4289959708444	10.2151737425129	10.4795652261715
YBR063C	9.30165395724246	9.2112006756632	9.43706361996777	9.70544563679949	9.5699749328111	9.61571407390823
