baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YDL234C	1714.8658196423	1.09851847727871	0.132120719274881	8.31450572860729	9.21354528553321e-17	6.78462586932167e-16
YDL238C	593.0793632479	1.20416870846107	0.156256220830942	7.70637291787508	1.29444013883165e-14	8.00857055946786e-14
YDL241W	133.505763977667	-2.07689778047071	0.194660258991689	-10.6693466413161	1.41618659375345e-26	1.80439563809375e-25
YDL244W	68.576315543715	1.05224721320955	0.248126872601414	4.240762808871	2.22761440672141e-05	5.57161780077094e-05
YDR001C	11924.2303663446	2.23464847249492	0.163330480572485	13.6817602241928	1.30495028811396e-42	3.94883394476152e-41
YDR009W	205.415727803614	1.25832717834344	0.190900191452769	6.59154487361927	4.35273216886098e-11	1.96193746323369e-10
YDR012W	16795.5901843512	-2.66728686043436	0.21015758179013	-12.6918421772573	6.56238601667634e-37	1.47210280914631e-35
YDR014W-A	63.8368073604479	2.78343642004652	0.300370995639779	9.26666176312364	1.92062920457027e-20	1.72672930835477e-19
YDR018C	177.461700437771	2.49470753526993	0.202347793559714	12.3288101707604	6.33756014738414e-35	1.2356115589363e-33
YDR020C	232.69123344004	-1.25290884499301	0.155477563062741	-8.05845435387623	7.72651632537456e-16	5.20777956501464e-15
YDR022C	429.265589745803	1.21187499437399	0.147151299045206	8.23557115864604	1.78702989417975e-16	1.27394401045207e-15
YDR023W	7885.97883515563	-1.77557460198871	0.181827595610162	-9.76515471169479	1.58869341332089e-22	1.61935240901656e-21
YDR025W	12182.145929609	-3.15814992561643	0.271501821005088	-11.6321500678157	2.82881337990436e-31	4.46614286338161e-30
YDR031W	253.513783303059	1.1805791523785	0.186776203417297	6.32082208963653	2.60175430359294e-10	1.10096085243081e-09
YDR032C	6119.9847532201	1.35549177082427	0.134590605725695	10.0712212677522	7.4052771473414e-24	8.05705247678905e-23
YDR033W	29462.178985601	-1.07267776358095	0.132531835102505	-8.09373659356107	5.78617433717009e-16	3.95037284359086e-15
YDR034W-B	109.683177654953	4.89072241991995	0.40804172040522	11.9858391319962	4.21553829292868e-33	7.35503828285755e-32
YDR037W	17131.206945367	-1.31028943577867	0.139085917769727	-9.4207196299198	4.48006870465938e-21	4.18475870965771e-20
YDR044W	1823.09841607551	-1.7778852502634	0.159207626437849	-11.167085962163	5.90876559662384e-29	8.47652546083568e-28
YDR045C	299.431115173855	-1.25802208529859	0.181493410209724	-6.9315028234077	4.16393142602725e-12	2.06596426859251e-11
YDR055W	18831.3063208517	3.0546125901352	0.158326790983716	19.293087235308	6.1395301915325e-83	9.38701852968521e-81
YDR058C	516.419156753501	1.4687356565298	0.151098940659033	9.72035707281444	2.46914095567796e-22	2.48625805069133e-21
YDR059C	665.978296749261	1.56476743300091	0.175367308549589	8.92280006999384	4.54645024795874e-19	3.80070157419285e-18
YDR060W	2215.61301962148	-1.39928561164144	0.196601696690038	-7.11736284680974	1.10011599796581e-12	5.74790822678178e-12
YDR064W	19291.7788515821	-3.50265562276959	0.296836275002477	-11.7999581511403	3.90505613864735e-32	6.40914580947489e-31
YDR070C	873.768095232318	5.39568092136498	0.276136999064846	19.5398694837626	5.03106991243138e-85	8.59721064447833e-83
YDR074W	12161.4620226181	1.46339074594161	0.206767892147404	7.07745642103062	1.46824341660478e-12	7.61651272363729e-12
YDR076W	109.516612680873	-1.12825648438164	0.214571939430774	-5.25817349358323	1.45493226232667e-07	4.66767335401324e-07
YDR077W	114755.853136265	1.52863684228885	0.17558381192238	8.70602378176306	3.14720837574362e-18	2.51171437679539e-17
YDR083W	737.197515885299	-1.29557286008638	0.218366386225654	-5.93302331223984	2.97406602668325e-09	1.13605020480143e-08
YDR085C	929.253084591597	2.30490129564995	0.165954995396296	13.8887129618841	7.41558433085075e-44	2.38036160012391e-42
YDR087C	604.980483322987	-1.91570549343293	0.264724204728405	-7.23660873926642	4.60042840536665e-13	2.52632221504539e-12
YDR089W	1730.26276865172	-1.03401363632183	0.151220583748069	-6.83778365810618	8.04277301760466e-12	3.8875633304728e-11
YDR091C	3839.35416414722	-1.68904195752583	0.154439866329318	-10.9365670773388	7.70629026589224e-28	1.05102221701488e-26
YDR097C	1077.18498667218	-1.40442387046809	0.120545740360177	-11.6505474707927	2.27989387262128e-31	3.62909134244647e-30
YDR101C	2492.18925255159	-1.29762296980474	0.179358521575487	-7.23479965382414	4.66216863179606e-13	2.55780923047546e-12
YDR111C	770.20936884992	-1.30251282672849	0.118405853314819	-11.0004091036391	3.80402176565213e-28	5.26223010915212e-27
YDR119W	2610.63065183049	-1.45024700205816	0.130438577607789	-11.1182368640883	1.0227313620882e-28	1.45282865861428e-27
YDR120C	1399.85310055491	-1.92795757667486	0.201482193115943	-9.56887329276499	1.08077022162033e-21	1.03618399135546e-20
YDR124W	116.916665672553	-1.03737435616559	0.24297343343531	-4.26949704541169	1.95914244487266e-05	4.92114898603985e-05
YDR133C	6696.63730480687	-1.13559108916418	0.172095374013827	-6.59861484175018	4.15016936519838e-11	1.87645789975118e-10
YDR144C	2418.20834725972	-1.95228837116647	0.167634798372297	-11.6460805878184	2.40256898298215e-31	3.81391415058095e-30
YDR157W	15.4373622236683	-1.29800705489619	0.572653685411202	-2.26665275709199	0.0234114465282948	0.0369319859705111
YDR158W	9496.92293487267	-1.33942585453956	0.109305237406505	-12.2539952002322	1.59919192098796e-34	3.06643731384161e-33
YDR161W	1086.95370290928	-1.60186174208582	0.223159150585983	-7.17811363719374	7.06798037785948e-13	3.78478949266024e-12
YDR165W	1246.59185603291	-1.39830828329181	0.144400080499355	-9.68356997071103	3.54129525452628e-22	3.52310366931468e-21
YDR179C	41.5446273545335	-1.36671060340492	0.394175175147906	-3.46726706696353	0.000525779217006418	0.00110121746604444
YDR202C	889.520320706193	1.02464189760232	0.152591065666607	6.71495341569368	1.88126311540875e-11	8.80752514143821e-11
YDR204W	1971.9112795242	1.49797362173602	0.130139058201823	11.5105614135683	1.16716090635776e-30	1.80351193243047e-29
YDR214W	25243.5005117808	1.77751506871495	0.158513310356946	11.2136644216961	3.49421275439044e-29	5.0500935579623e-28
YDR218C	47.2489798866058	2.18185161777724	0.311085320198153	7.01367591497876	2.32136766128633e-12	1.18412169552885e-11
YDR222W	1378.42079620266	-1.91988620334119	0.22578976184933	-8.50298165699087	1.84782112861813e-17	1.42574246444507e-16
YDR225W	4616.21604872703	-1.38024986049022	0.116221010231905	-11.876078668875	1.57588107901269e-32	2.66934958281741e-31
YDR226W	9103.36250597504	-1.39785250066533	0.114615179835747	-12.1960503195874	3.26269779288304e-34	6.17468214223141e-33
YDR231C	638.356529987119	1.11248526558139	0.16026043356907	6.94173378173177	3.87316602444944e-12	1.92663481181946e-11
YDR233C	13533.1368026148	-1.1197454265879	0.118916941363794	-9.41619767331848	4.67719279221149e-21	4.36187642419723e-20
YDR234W	2100.69958846172	-2.17970282335021	0.151486185233954	-14.3887894462712	6.0851701731048e-47	2.38884045309047e-45
YDR258C	35263.5559457681	1.17714025629339	0.270765461204395	4.34745351588542	1.37727247822085e-05	3.53443158059325e-05
YDR272W	2084.31000989489	1.19250966537609	0.126854718533786	9.40059368038787	5.42560623043437e-21	5.02755537461302e-20
YDR277C	419.632318419558	-1.78255832790211	0.3455046008653	-5.15928969813361	2.47888492126233e-07	7.75569272618963e-07
YDR297W	2901.21323168032	-1.54421245672478	0.146479821345401	-10.5421514208671	5.52209425212421e-26	6.72607287313243e-25
YDR300C	1251.05553301801	-1.38577944444649	0.149944359042078	-9.24195783889152	2.42027478143975e-20	2.16335330464077e-19
YDR317W	148.281049426689	1.23979706665721	0.185040190585481	6.70015018215449	2.08205447845589e-11	9.70067082584499e-11
YDR321W	3115.49471430003	-2.73216293144054	0.130620993936144	-20.9167213409523	3.77169758046299e-97	1.04350299726143e-94
YDR330W	2036.65829276793	1.447122530776	0.122133556364261	11.8486890405449	2.18583532773696e-32	3.64934001556084e-31
YDR341C	6099.00994828343	-1.82009376455091	0.129731246431106	-14.0297254101962	1.02547856502238e-44	3.42415543837933e-43
YDR342C	10613.9694126126	-1.22975155589904	0.324956341869636	-3.7843593044643	0.000154105055667266	0.000347573902727801
YDR343C	315.285945650739	-1.36431313900818	0.183063916605371	-7.45266005615524	9.14767745636603e-14	5.32012072287153e-13
YDR344C	39.2842532544711	-2.3376028872734	0.383382138286425	-6.09731819463893	1.07862682868319e-09	4.31302262536085e-09
YDR345C	16640.0353581756	-2.26017540358796	0.118527906218609	-19.0687195589143	4.59416767250059e-81	6.84413184031498e-79
YDR358W	1497.38175412413	1.32571973270248	0.153539997845878	8.6343607613778	5.90563466218157e-18	4.64928690884484e-17
YDR361C	774.440612806231	-1.79077465531198	0.168741551995818	-10.6125292444647	2.60597602265056e-26	3.24908169347635e-25
YDR363W-A	983.627226491462	1.13836524386124	0.206472029747823	5.51341140614348	3.51944235112642e-08	1.20070229360214e-07
YDR374C	14.8549968889947	2.54297008118183	0.583371770546875	4.3590900512686	1.30604365697097e-05	3.36800428184702e-05
YDR379C-A	351.304359295089	2.10471513345601	0.162344608524164	12.9644904908729	1.94518599922877e-38	4.80916198107198e-37
YDR380W	16431.399149189	3.82309384546419	0.494961538972561	7.72402205916877	1.12715322484981e-14	7.01903562312692e-14
YDR381W	3714.44846070994	-1.21136899139612	0.145607760174045	-8.31939856741266	8.84107793669967e-17	6.51861203200826e-16
YDR382W	12145.5123576038	-3.72890109879485	0.195750786465728	-19.0492266525208	6.66799752126637e-81	9.6852663996394e-79
YDR384C	2152.15286021153	-1.75655677486891	0.241607207104087	-7.27029957393683	3.58691138592178e-13	2.00191692144145e-12
YDR385W	59415.1062395218	-2.41830238471545	0.194871932900224	-12.4097008159387	2.31516265708961e-35	4.67051911030926e-34
YDR391C	1069.69387171014	1.60088702712879	0.206304858771302	7.75981252532418	8.50550211818567e-15	5.35409748187869e-14
YDR394W	7099.94255382913	1.00314063329651	0.105468170650894	9.51131158439225	1.88273557469067e-21	1.78736824982889e-20
YDR395W	3659.17261401395	-1.15903993504489	0.133184812318357	-8.70249328635455	3.24670851455387e-18	2.58756878869108e-17
YDR399W	3533.95745956253	-1.81306087763573	0.144978169752089	-12.5057509053676	6.94405253227715e-36	1.44605538396166e-34
YDR408C	1603.6287590413	-1.30499831973293	0.18656598471873	-6.99483521447044	2.65570882416485e-12	1.34639339165775e-11
YDR412W	506.025946419831	-1.07938580920341	0.187734506123214	-5.74953337824316	8.94900854531614e-09	3.24960872801792e-08
YDR414C	702.549358299438	-1.03067524190904	0.138974462997083	-7.41629231501813	1.20444511351033e-13	6.94918183663857e-13
YDR417C	22.0863873146639	-1.49321837613202	0.45578106892021	-3.27617463285521	0.00105223476097128	0.00210446952194256
YDR418W	11024.4641883247	-3.072627813251	0.257642640902414	-11.9259288854084	8.67114135020604e-33	1.49938485847313e-31
YDR444W	747.779643184423	-1.06316764042965	0.130544392045209	-8.14410809819745	3.82087763756593e-16	2.63963128112462e-15
YDR447C	5413.94874760556	-3.60911525602616	0.465712719203386	-7.74966005266004	9.21388789729679e-15	5.78731769549128e-14
YDR450W	11869.2032197336	-3.31907269693903	0.237205678543575	-13.9923829704158	1.73499593674913e-44	5.72745817756389e-43
YDR453C	1870.61397240045	4.58250376193241	0.217871180952152	21.0330881849803	3.26677684859445e-98	9.98945973175461e-96
YDR454C	3851.77101476961	-1.89737063070758	0.104449428137889	-18.1654477629381	9.69131543290031e-74	1.08281812817598e-71
YDR461C-A	334.388468120776	2.15337377331893	0.191831632390884	11.2253320606225	3.06233901027124e-29	4.43695502485683e-28
YDR461W	82.3358101809842	-3.469535834876	0.405729668720214	-8.55134860070721	1.21658578736368e-17	9.41193531901859e-17
YDR465C	1379.10480064443	-1.24924851899753	0.145235163159408	-8.60155689449923	7.864189980583e-18	6.14952137108846e-17
YDR471W	5402.11771708669	-2.82339782908213	0.463832971642928	-6.08710031777487	1.1497393617894e-09	4.58790226098653e-09
YDR492W	2291.0949687429	-1.94687704465435	0.140854579768845	-13.8218938131039	1.88056436879037e-43	5.97053496320877e-42
YDR500C	8013.04913461831	-3.21026719202839	0.222336946979861	-14.4387481956347	2.95154089742655e-47	1.17455154890741e-45
YDR501W	274.15780479669	-1.10810288030711	0.155314013746687	-7.13459689551516	9.70712143712221e-13	5.09010609654152e-12
YDR502C	3956.06925612424	-1.28043024245066	0.124345019365516	-10.2973987135488	7.23924160818541e-25	8.18287816022514e-24
YDR504C	30.6299637954746	1.25852726568529	0.484243647189594	2.59895462333767	0.00935081330878344	0.0158437519171863
YDR506C	588.457365228351	1.16824957293711	0.146632783086972	7.96717861001235	1.62337955110451e-15	1.07546581435772e-14
YDR512C	659.495171207418	1.16703506999313	0.139614300136864	8.35899380542742	6.32554318759145e-17	4.7360059175137e-16
YDR513W	4870.36368752373	1.47452036581111	0.184911063763045	7.97421385072253	1.53353807824929e-15	1.01943435178814e-14
YDR515W	708.013439816553	1.56246554737335	0.145885977408552	10.7101832206785	9.1181175206663e-27	1.17725028433492e-25
YDR516C	7202.19643059271	1.28055478852232	0.192732686194249	6.6442014263823	3.04865422855708e-11	1.38814114952325e-10
YDR524C-B	11839.5729069912	-1.40027385919553	0.150263919172123	-9.31876305975727	1.17704457158301e-20	1.0635503827212e-19
YDR533C	4047.01050030763	3.8956766645985	0.20567777290775	18.9406789538983	5.27129591246279e-80	7.46981201253873e-78
YDR534C	178.20402529327	-1.16939174337643	0.219129907443411	-5.33652278239753	9.47459722871056e-08	3.09777208209389e-07
YDR535C	15.3940740331554	-1.31287870836075	0.478874778802775	-2.74159084268972	0.00611424510584792	0.0106806265980085
YDR536W	10.4133027600048	1.54068284468119	0.712831905978768	2.16135505686396	0.0306679229850812	0.0472753071221336
YDR540C	182.874778709141	1.79825117465525	0.216347700308145	8.31185712671774	9.42158194745879e-17	6.92027700565557e-16
YDR545W	5020.19643072369	-1.22352368626866	0.122548091607754	-9.98402888381857	1.7904565742592e-23	1.91929016539593e-22
YEL009C	19315.8813250067	-1.27501765633573	0.132413935596746	-9.62902923011573	6.02964042741205e-22	5.86804202399732e-21
YEL011W	1831.55084895448	1.62236426924414	0.240691184357279	6.74043909658077	1.57908684569496e-11	7.42874054533418e-11
YEL012W	624.195440162836	1.10301446753674	0.188680801539961	5.84592845978095	5.03750523062325e-09	1.8761477814052e-08
YEL017C-A	1118.81586841166	-1.26128855971493	0.111437206465065	-11.3183791995929	1.06421275774468e-29	1.57330181234009e-28
YEL026W	3127.2055000809	-1.71687775556141	0.156359083524334	-10.9803518725167	4.75069731786521e-28	6.50979986245209e-27
YEL027W	8233.65295450746	-1.04266281939253	0.132557162428243	-7.86575995059454	3.66863437931215e-15	2.37622806508401e-14
YEL035C	8.6860635219974	3.38993352945302	1.07345030579351	3.15797900578837	0.00158866998617847	0.00308083198254237
YEL039C	800.551456923756	4.26796307345965	0.259567197838261	16.4426133540921	9.47437551095657e-61	7.6452946831469e-59
YEL040W	10419.4236015238	-1.02525543894716	0.17877932799392	-5.73475384683194	9.76540658892853e-09	3.53061681902145e-08
YEL041W	342.85287075759	1.6607013178744	0.167357244349615	9.92309191232342	3.3036068350526e-23	3.50894985587854e-22
YEL042W	4095.89087654953	-1.34895685222283	0.149514849002619	-9.02222662980585	1.84304462450227e-19	1.57703818385246e-18
YEL048C	212.231753047307	-1.54332609841149	0.208724714854865	-7.39407453249907	1.42396528061026e-13	8.17513664065772e-13
YEL049W	18.0143086375238	2.36321987736586	0.503713986016363	4.69159074985282	2.71088977613429e-06	7.52880955991406e-06
YEL053W-A	15.2404675069237	-1.59271546341162	0.483775247445971	-3.29226323963485	0.000993845392619972	0.00199800751941939
YEL054C	8480.66038187677	-3.30040319012394	0.277980524238483	-11.8727856894481	1.63917047817731e-32	2.76848269715413e-31
YEL055C	2088.60002101603	-1.15908866652035	0.160256431723467	-7.23271231023307	4.7344165576755e-13	2.59255044298724e-12
YEL057C	96.0513873628875	1.88182590968218	0.244756045996533	7.68857783275696	1.48779499460723e-14	9.14718404091855e-14
YEL060C	9081.96839343627	2.07615772054239	0.138486539647374	14.9917654512047	8.31142228490352e-51	4.05792970380584e-49
YEL069C	10.0666512009345	1.59948571401739	0.673993282573987	2.37314785676933	0.0176372020320458	0.028432892288065
YEL070W	42.6905292343544	1.42409695576084	0.319240921804269	4.46088473780931	8.1621983329252e-06	2.1614572613626e-05
YEL071W	22290.1407068188	1.34643145889591	0.154062195898207	8.73953179133926	2.34078508806215e-18	1.87844770188413e-17
YEL073C	168.783497056477	1.43727230379452	0.209898534360221	6.84746231399556	7.51714857078437e-12	3.64562881437873e-11
YER003C	5623.6375215415	-1.13139284570216	0.127457320334449	-8.87664076675532	6.89099080748851e-19	5.71952237021546e-18
YER006W	2173.70950549836	-1.59970498106447	0.18231336162115	-8.77448019629344	1.71695085600944e-18	1.39517265362445e-17
YER009W	4908.16331597095	-1.4725226204391	0.105690871887031	-13.9323537988505	4.02856737219317e-44	1.30033202402457e-42
YER011W	489.683797075657	-2.28598693563387	0.18972576133729	-12.0489011061071	1.96552799006184e-33	3.49226838601202e-32
YER024W	1045.82074133519	1.02427522571195	0.136232669047656	7.51857269531768	5.53774520250414e-14	3.28644531425424e-13
YER025W	6056.8846784236	-1.04759677159093	0.12415178462955	-8.43803232242536	3.22724394130894e-17	2.45101794758234e-16
YER033C	1352.75647755958	1.15774105229456	0.124103229776183	9.32885513441125	1.07020615718153e-20	9.70030853857204e-20
YER037W	5619.39653830962	2.91359110885769	0.189505237992236	15.3747259955794	2.41864450734443e-53	1.39131926610605e-51
YER049W	3297.85032406062	-1.03399039563857	0.127031005825803	-8.13966943673951	3.96358558816876e-16	2.73496820276253e-15
YER053C	1631.86060441963	1.13062040832541	0.144337878188188	7.83315109323771	4.75791955435229e-15	3.05116033231642e-14
YER054C	738.063473633649	2.07828728615527	0.26410059337868	7.86930184278429	3.56625792272838e-15	2.31507916548066e-14
YER055C	7102.4718433061	-1.66093126488936	0.132513367813718	-12.5340657496852	4.86055523676528e-36	1.03065058122651e-34
YER056C-A	5480.29473244284	-2.94790033209001	0.256423942072826	-11.4961976961293	1.37855517147074e-30	2.1022061801168e-29
YER057C	1561.15883080874	-1.44025523464364	0.13842447885096	-10.4046281885904	2.36176265830471e-25	2.760933811821e-24
YER058W	190.797086843623	1.17919811671738	0.228063414129756	5.17048348687124	2.33489106468722e-07	7.34075599882726e-07
YER062C	5770.56387813375	1.68673043167002	0.124788493865548	13.5167143974617	1.24618380740213e-41	3.5491803534345e-40
YER067W	1166.47676630695	3.13377649573859	0.281247953723275	11.1423974974835	7.79910853690716e-29	1.11333711546513e-27
YER070W	7242.69302759341	-2.71515837167824	0.179959759658086	-15.0875861183461	1.95463386737543e-51	9.96177435916775e-50
YER073W	3228.67025724882	-2.89361955916936	0.157738971925497	-18.3443541177387	3.66253269211741e-75	4.17241469435336e-73
YER074W	10007.7774787339	-3.60329949636837	0.478732039602601	-7.52675651155392	5.20162384350389e-14	3.09963431084694e-13
YER079W	1127.38517848373	1.54700844437566	0.184009520235764	8.40721959599453	4.19844561901374e-17	3.17616784459243e-16
YER086W	5765.63255215019	-1.61224085880787	0.121126940889175	-13.3103407629438	2.01560336379173e-40	5.47226894562146e-39
YER091C	18159.9714872695	-1.21208284306223	0.228006060351501	-5.31601151826251	1.06066438394015e-07	3.44849472338685e-07
YER096W	478.225975921759	1.66318068325993	0.156064596474361	10.6570017853675	1.61727284039245e-26	2.0375418170009e-25
YER098W	568.520611615828	1.01406534252395	0.133982739694952	7.56862671141633	3.77190297298473e-14	2.27567562544561e-13
YER102W	13271.9887907581	-3.54536115732427	0.529326450424539	-6.69787265397517	2.11475424330409e-11	9.82937772287741e-11
YER103W	150768.945711861	3.04251445100099	0.519746577315858	5.85384220654908	4.80344386875466e-09	1.79357383531264e-08
YER106W	18.4809152738944	1.25936434651186	0.459573445049335	2.74028963178382	0.00613850641803964	0.0107165631877435
YER110C	5597.99176385443	-3.54481931780146	0.172568893351341	-20.5414733151495	9.17371584961536e-94	2.13197156345061e-91
YER117W	11133.737727519	-3.2411836370715	0.261958103436611	-12.3729084710518	3.66312583716391e-35	7.28861681983641e-34
YER118C	1472.00572689201	-1.25753191617749	0.128990854514235	-9.74900058545396	1.86293190060262e-22	1.88894142102988e-21
YER119C	2734.3981039444	1.47460631470401	0.150688300163787	9.7858049569955	1.29560203254796e-22	1.32525489596895e-21
YER121W	100.35202278682	2.53421921013503	0.278372710198911	9.10369126457907	8.73127293501468e-20	7.61692128414945e-19
YER131W	5624.60007321456	-3.89406380026569	0.556302455674931	-6.99990402800081	2.56137903161549e-12	1.29970411997258e-11
YER135C	6.41526296089154	1.71215884241539	0.801659816660208	2.1357673252832	0.0326983836629449	0.0499790137546966
YER142C	923.728110653026	2.23084057726247	0.153586092205626	14.5250168503262	8.41216118847848e-48	3.44187721866619e-46
YER143W	2118.29196152104	1.25454865445505	0.130903471396116	9.58376917796749	9.35665620849174e-22	9.03026122447458e-21
YER145C	6298.95271559077	-1.00223797673167	0.211897600379755	-4.72982221099011	2.24716541491725e-06	6.31947292384763e-06
YER150W	7374.99217189376	2.49027779946182	0.526819683257904	4.72700219563115	2.27858802284324e-06	6.40164236591837e-06
YER156C	2283.18373318607	-1.21468700425855	0.124998519185115	-9.71761115393431	2.53662557585614e-22	2.54979145254744e-21
YER163C	1893.00334283659	1.62025584148008	0.110573932662595	14.6531447554111	1.28622066981194e-48	5.45470225664771e-47
YER169W	2393.39663247919	1.20066899710649	0.124653883915041	9.63202235980718	5.85653151351307e-22	5.70913558615956e-21
YER175C	772.256081809332	1.21388264261957	0.121610464908024	9.9817284930014	1.83246344166576e-23	1.96070213555765e-22
YER179W	211.433487249326	3.16692005983568	0.196886010609699	16.0850435743436	3.24823696550746e-58	2.32990824316029e-56
YER186C	777.640917889066	-1.13093295420404	0.117635459315972	-9.61387799886365	6.9866882774572e-22	6.78807004883383e-21
YER189W	12.3547250007781	-1.39606481589871	0.54601649160909	-2.55681804002762	0.0105634457593589	0.0177175576968462
YFL011W	32.5388890251466	1.32830780532995	0.403420753347891	3.29261148393245	0.000992615359563099	0.00199622542023593
YFL014W	43234.8477554654	7.50428587618537	0.269316488384279	27.8641902737041	7.25059496749492e-171	1.05314891902864e-167
YFL015C	17.7525456487518	7.39978918022163	1.23771879420039	5.97857058880821	2.25104067830754e-09	8.73067178969747e-09
YFL017C	648.722043156524	-1.31563401505607	0.13184925372656	-9.97831976951911	1.89651001762785e-23	2.02550058867974e-22
YFL019C	7.52100220369502	2.49132946661348	0.818401677790933	3.04414022383018	0.00233346348492014	0.00439890423341532
YFL021C-A	27.6619302866461	1.40939755969527	0.404099826385405	3.48774601637931	0.0004871105595548	0.00102391908502655
YFL022C	7379.80658496382	-1.11921999140966	0.126501892979288	-8.84745646923176	8.95365426874227e-19	7.38930842349326e-18
YFL026W	9778.07826328339	-1.66196400500844	0.210919206354505	-7.87962383195713	3.28368126794857e-15	2.14361664795294e-14
YFL030W	317.190961078182	1.17856847342798	0.177111238270093	6.65439689169061	2.84464092289675e-11	1.30239273144445e-10
YFL034C-A	886.642006424553	-1.05653475960363	0.28017006917418	-3.77104793070096	0.000162563442153965	0.000365799224986265
YFL042C	1527.13565418053	1.02697437871312	0.112585554622025	9.12172420485823	7.39384869969193e-20	6.46961761223044e-19
YFL044C	1788.70409548221	1.61669747978754	0.105732995437125	15.2903781180485	8.86340401484414e-53	4.85814880436269e-51
YFL045C	9988.91566084869	-1.85553521805638	0.124430236800638	-14.9122533699692	2.74335693509573e-50	1.29584583682164e-48
YFL053W	54.4300971145405	1.59826516599498	0.294284892645583	5.43101330016224	5.60349575607883e-08	1.87105231855276e-07
YFL058W	36.0601920510917	2.54424427575138	0.380811815013515	6.68110645585166	2.37144873362579e-11	1.09698384891448e-10
YFR001W	471.702227169547	-1.31606520844423	0.252414954794476	-5.21389554559399	1.84915618301418e-07	5.86120972357469e-07
YFR003C	901.077419728169	1.8328652983644	0.12856550803729	14.2562754687888	4.09746895757832e-46	1.5163244995879e-44
YFR004W	4362.60879939254	1.04327098323251	0.099139277242535	10.5232861510605	6.74782311004181e-26	8.16125447694553e-25
YFR010W	4619.93949867386	1.07124642138897	0.10705951883343	10.0060829066091	1.43315038088699e-23	1.54482443654053e-22
YFR017C	411.596691140941	1.81695385404294	0.252080959984862	7.20781868710772	5.68552630989122e-13	3.08718765051103e-12
YFR018C	937.233697618905	-1.1081189634092	0.133016128746487	-8.33071127427819	8.03580899218487e-17	5.96271395205544e-16
YFR023W	75.2423553479691	2.14460012824247	0.283737153915438	7.55840431416193	4.08044014527637e-14	2.45163983909573e-13
YFR031C-A	17751.3923565289	-3.59041130633484	0.468894402369663	-7.65718526002846	1.90052383530828e-14	1.16477251931868e-13
YFR032C-A	2624.91082195609	-3.50220984161935	0.306318086803441	-11.4332453501731	2.8524478596546e-30	4.30460313366058e-29
YFR050C	6409.55434357141	1.06770060842601	0.114105449094682	9.35713953099699	8.19245579280416e-21	7.4839887038038e-20
YFR052C-A	1276.75683022863	1.81112106564948	0.272010101983438	6.65828604321377	2.77039208590738e-11	1.27214045538495e-10
YFR052W	4023.4387445412	1.09498235250125	0.104471919281628	10.4811164572317	1.05490960668863e-25	1.26111621704957e-24
YFR053C	24720.2676221011	1.67669491238358	0.230844611182768	7.26330540614645	3.77743723258388e-13	2.09617099534979e-12
YFR054C	32.4843243412599	1.22277856748868	0.349780768161388	3.49584276435831	0.000472567076925474	0.000995148501970643
YFR055W	1847.88563220147	-1.76195529116047	0.218186091772176	-8.07547024124825	6.72170995912885e-16	4.56228211010965e-15
YGL008C	128935.360803911	-1.82063371224625	0.155788871102653	-11.6865453826069	1.49338340309442e-31	2.38366966263148e-30
YGL009C	13912.7053384608	-3.30214026207038	0.202065897648392	-16.3418978684682	4.96820663224702e-60	3.84870407111403e-58
YGL010W	546.671786483264	1.49507428341039	0.212575603867483	7.03314141514753	2.01934511698234e-12	1.03460274512058e-11
YGL011C	5788.01324485628	1.09008099601785	0.0982470806207952	11.0953016530358	1.32213219218444e-28	1.86899952228507e-27
YGL016W	1326.75277290323	-1.88014258595495	0.114746356180832	-16.385205147534	2.43944579941575e-60	1.91529460737913e-58
YGL021W	1655.60509632004	-1.04377060440108	0.108935836829351	-9.58151729293786	9.56295836050929e-22	9.21406104055705e-21
YGL029W	138.070214541126	-1.30635336798383	0.355025616338908	-3.6796031268256	0.000233597210787863	0.000517028493210469
YGL030W	12248.0607731838	-3.95309998832761	0.264736483589898	-14.9322070563245	2.03420158078508e-50	9.68746818390274e-49
YGL031C	9443.63278854346	-3.735637824849	0.533574380941343	-7.00115664897275	2.53857907745302e-12	1.28926087762256e-11
YGL032C	459.915841171453	-1.98029778757582	0.217177216394528	-9.11834961535918	7.6277002619219e-20	6.66420128146861e-19
YGL037C	24939.5647297473	2.41161204137337	0.192746521344107	12.5118317288225	6.4323612242071e-36	1.35405864900881e-34
YGL047W	868.921316455821	1.90461324443735	0.142517517182831	13.3640641661894	9.80605202860402e-41	2.72598862613346e-39
YGL053W	1043.38807672227	1.6075956944924	0.124476800992765	12.9148217312064	3.71302990262091e-38	9.06416123286868e-37
YGL055W	9813.28497523491	-2.59231111562838	0.144084413841162	-17.9916137111549	2.26660210198881e-72	2.31034354606228e-70
YGL062W	13669.7889638345	1.7580931589443	0.11374190029403	15.4568646593693	6.78202157996134e-54	3.94035453795754e-52
YGL073W	2839.05800203588	1.19464541727701	0.099601256841341	11.9942805458772	3.80710733277617e-33	6.6624378323583e-32
YGL076C	22050.72222212	-3.94480143675362	0.275806353552573	-14.3027939202339	2.10198283746664e-46	7.98203940240602e-45
YGL078C	1797.69923861452	-1.65760692068266	0.207880003752275	-7.97386420416841	1.53788515529333e-15	1.02115574311477e-14
