ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0022618	GO:0022618	protein-RNA complex assembly	64/692	175/5607	4.47171028451703e-17	3.138714742561e-15	2.88475746174106e-15	YBR048W/YBR079C/YCR031C/YCR057C/YDL031W/YDR025W/YDR060W/YDR418W/YDR447C/YEL054C/YEL055C/YER025W/YGL031C/YGL099W/YGR085C/YGR148C/YGR162W/YGR214W/YHR021C/YHR197W/YIL148W/YIR026C/YJL138C/YJR123W/YKL156W/YKR059W/YKR081C/YKR094C/YLL008W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR325C/YLR340W/YLR448W/YML024W/YML073C/YMR146C/YMR229C/YMR230W/YMR260C/YNL061W/YNL175C/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOL139C/YOR063W/YOR167C/YOR293W/YOR361C/YPL131W/YPL211W/YPL237W/YPR016C/YPR102C/YPR112C/YPR163C	64
GO:0000470	GO:0000470	maturation of LSU-rRNA	35/692	62/5607	7.62396427491242e-17	5.10805606419132e-15	4.69475694823554e-15	YDL031W/YDL136W/YDL191W/YDL208W/YDR500C/YEL026W/YER006W/YER131W/YGL076C/YGL078C/YGL120C/YGL135W/YGL189C/YGR103W/YHL033C/YHR088W/YJL177W/YKL014C/YKL180W/YKR081C/YLL045C/YLR185W/YLR276C/YMR049C/YMR229C/YMR290C/YNL002C/YNL061W/YOL077C/YOR272W/YPL043W/YPL198W/YPL211W/YPL220W/YPR016C	35
GO:0009161	GO:0009161	ribonucleoside monophosphate metabolic process	27/692	40/5607	4.59592451314763e-16	2.94538814451287e-14	2.70707315717208e-14	YAR015W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W/YNR012W	27
GO:0000028	GO:0000028	ribosomal small subunit assembly	22/692	28/5607	1.38097635974275e-15	8.48149647608669e-14	7.79524813591629e-14	YBR048W/YCR031C/YCR057C/YDR025W/YDR447C/YGR214W/YHR021C/YJR123W/YKL156W/YLR048W/YLR167W/YLR264W/YML024W/YMR229C/YMR230W/YNL302C/YNR054C/YOL040C/YOL121C/YOR167C/YOR293W/YPR112C	22
GO:0009156	GO:0009156	ribonucleoside monophosphate biosynthetic process	25/692	37/5607	5.60930341436171e-15	3.30724529310767e-13	3.03965199759306e-13	YAR015W/YDR020C/YDR399W/YDR408C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W/YNR012W	25
GO:0000447	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	27/692	44/5607	1.60873491622521e-14	9.12028948659986e-13	8.38235561612085e-13	YBL004W/YCL059C/YCR047C/YCR057C/YDL148C/YDL153C/YDR450W/YFR001W/YGL171W/YGR214W/YGR251W/YJL010C/YJL109C/YJL136C/YKL099C/YKR057W/YLR048W/YLR129W/YLR186W/YML026C/YML093W/YMR229C/YNL308C/YNR054C/YOR004W/YOR310C/YPR112C	27
GO:0000463	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	29/692	52/5607	5.63904666201574e-14	3.07850177030045e-12	2.8294163953272e-12	YDL031W/YDL136W/YDL191W/YDR500C/YER006W/YER131W/YGL076C/YGL078C/YGL120C/YGL189C/YGR103W/YHR088W/YJL177W/YKL014C/YKL180W/YKR081C/YLR185W/YLR276C/YMR049C/YMR229C/YMR290C/YNL002C/YNL061W/YOL077C/YOR272W/YPL043W/YPL198W/YPL211W/YPR016C	29
GO:0000027	GO:0000027	ribosomal large subunit assembly	26/692	43/5607	8.27533229601645e-14	4.35637135868866e-12	4.00389197931322e-12	YDR060W/YDR418W/YEL054C/YEL055C/YGL031C/YGL099W/YGR085C/YGR148C/YHR197W/YIL148W/YIR026C/YKR081C/YKR094C/YLL008W/YLR075W/YLR106C/YLR221C/YLR340W/YLR448W/YML073C/YMR229C/YOL077C/YOL127W/YOR063W/YPL131W/YPR102C	26
GO:0006407	GO:0006407	rRNA export from nucleus	16/692	18/5607	2.98679946149867e-13	1.46751413541635e-11	1.34877575682414e-11	YDR450W/YER131W/YGL123W/YGL189C/YGR214W/YJR123W/YLR048W/YLR264W/YML026C/YMR230W/YNL178W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W	16
GO:0051029	GO:0051029	rRNA transport	16/692	18/5607	2.98679946149867e-13	1.46751413541635e-11	1.34877575682414e-11	YDR450W/YER131W/YGL123W/YGL189C/YGR214W/YJR123W/YLR048W/YLR264W/YML026C/YMR230W/YNL178W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W	16
GO:0051168	GO:0051168	nuclear export	47/692	134/5607	4.66325787679693e-12	2.21730390658022e-10	2.03789911288206e-10	YAL059W/YCR047C/YDL084W/YDL229W/YDR091C/YDR101C/YDR361C/YDR381W/YDR395W/YDR450W/YER006W/YER131W/YFR001W/YGL099W/YGL123W/YGL135W/YGL189C/YGR128C/YGR214W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YJR123W/YKL143W/YKR094C/YLL034C/YLR048W/YLR106C/YLR264W/YLR293C/YML026C/YMR230W/YNL178W/YNL209W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W/YPL220W/YPR016C/YPR080W/YPR112C	47
GO:0070925	GO:0070925	organelle assembly	61/692	203/5607	6.49875370961918e-12	2.99348842749334e-10	2.75128158693417e-10	YBR048W/YCL024W/YCR031C/YCR057C/YDR025W/YDR060W/YDR361C/YDR418W/YDR447C/YEL054C/YEL055C/YER131W/YGL008C/YGL031C/YGL099W/YGL189C/YGR085C/YGR140W/YGR148C/YGR162W/YGR214W/YHR021C/YHR172W/YHR197W/YIL148W/YIR026C/YJR123W/YKL156W/YKR081C/YKR094C/YLL008W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR340W/YLR448W/YML024W/YML073C/YMR001C/YMR229C/YMR230W/YNL126W/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOR063W/YOR167C/YOR276W/YOR293W/YPL131W/YPL211W/YPR016C/YPR102C/YPR112C/YPR119W	61
GO:0009126	GO:0009126	purine nucleoside monophosphate metabolic process	18/692	25/5607	7.46578710472618e-12	3.23663829187247e-10	2.97475789590792e-10	YAR015W/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	18
GO:0009167	GO:0009167	purine ribonucleoside monophosphate metabolic process	18/692	25/5607	7.46578710472618e-12	3.23663829187247e-10	2.97475789590792e-10	YAR015W/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	18
GO:0000054	GO:0000054	ribosomal subunit export from nucleus	26/692	53/5607	5.64693292572481e-11	2.32937644206133e-09	2.14090372129753e-09	YAL059W/YCR047C/YDL229W/YDR091C/YDR101C/YDR361C/YER006W/YFR001W/YGL099W/YGL135W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YKL143W/YKR094C/YLL034C/YLR106C/YLR293C/YNL178W/YNL209W/YPL220W/YPR016C	26
GO:0000967	GO:0000967	rRNA 5'-end processing	21/692	36/5607	5.68911478386757e-11	2.32937644206133e-09	2.14090372129753e-09	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNL002C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	21
GO:0009127	GO:0009127	purine nucleoside monophosphate biosynthetic process	16/692	22/5607	8.98850226682192e-11	3.48659272139355e-09	3.20448820426587e-09	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	16
GO:0009168	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	16/692	22/5607	8.98850226682192e-11	3.48659272139355e-09	3.20448820426587e-09	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	16
GO:0033750	GO:0033750	ribosome localization	26/692	54/5607	9.64007657508907e-11	3.64345458248238e-09	3.34865817871515e-09	YAL059W/YCR047C/YDL229W/YDR091C/YDR101C/YDR361C/YER006W/YFR001W/YGL099W/YGL135W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YKL143W/YKR094C/YLL034C/YLR106C/YLR293C/YNL178W/YNL209W/YPL220W/YPR016C	26
GO:0006450	GO:0006450	regulation of translational fidelity	19/692	31/5607	1.43907269194382e-10	5.30298286981296e-09	4.87391198560972e-09	YBL076C/YBR189W/YDL075W/YDL229W/YER025W/YER049W/YFL022C/YGL123W/YGR094W/YGR118W/YGR285C/YHR020W/YHR064C/YJR123W/YLR406C/YNL209W/YOR335C/YPL160W/YPR132W	19
GO:0006913	GO:0006913	nucleocytoplasmic transport	54/692	182/5607	1.92785785731736e-10	6.76586305163283e-09	6.21842872773795e-09	YAL059W/YCR047C/YDL084W/YDL229W/YDR091C/YDR101C/YDR361C/YDR381W/YDR395W/YDR450W/YER006W/YER009W/YER110C/YER131W/YFR001W/YGL016W/YGL099W/YGL123W/YGL135W/YGL189C/YGR128C/YGR214W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YJR123W/YJR132W/YKL143W/YKR092C/YKR094C/YLL034C/YLR048W/YLR106C/YLR264W/YLR293C/YML026C/YMR185W/YMR230W/YNL178W/YNL209W/YNL302C/YNR016C/YOL040C/YOL121C/YOR167C/YOR293W/YPL220W/YPR016C/YPR080W/YPR112C	54
GO:0051169	GO:0051169	nuclear transport	54/692	182/5607	1.92785785731736e-10	6.76586305163283e-09	6.21842872773795e-09	YAL059W/YCR047C/YDL084W/YDL229W/YDR091C/YDR101C/YDR361C/YDR381W/YDR395W/YDR450W/YER006W/YER009W/YER110C/YER131W/YFR001W/YGL016W/YGL099W/YGL123W/YGL135W/YGL189C/YGR128C/YGR214W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YJR123W/YJR132W/YKL143W/YKR092C/YKR094C/YLL034C/YLR048W/YLR106C/YLR264W/YLR293C/YML026C/YMR185W/YMR230W/YNL178W/YNL209W/YNL302C/YNR016C/YOL040C/YOL121C/YOR167C/YOR293W/YPL220W/YPR016C/YPR080W/YPR112C	54
GO:0000480	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19/692	33/5607	6.55217682128666e-10	2.24602526385501e-08	2.06429658971749e-08	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNR054C/YOR004W/YOR310C/YPL217C/YPR112C	19
GO:0000472	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19/692	34/5607	1.31566691735018e-09	4.4074841731231e-08	4.05086919289397e-08	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNR054C/YOR004W/YOR310C/YPL217C/YPR112C	19
GO:0046390	GO:0046390	ribose phosphate biosynthetic process	30/692	80/5607	6.23941455073835e-09	2.04375489950852e-07	1.87839217001176e-07	YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YKR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL220W/YNR012W/YNR016C	30
GO:0034471	GO:0034471	ncRNA 5'-end processing	21/692	44/5607	7.78112848672898e-09	2.49334421509533e-07	2.29160465959272e-07	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNL002C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	21
GO:0000966	GO:0000966	RNA 5'-end processing	21/692	45/5607	1.29219106357824e-08	4.01393244904718e-07	3.68916022418319e-07	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNL002C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	21
GO:0006520	GO:0006520	amino acid metabolic process	61/692	241/5607	1.30711504446584e-08	4.01393244904718e-07	3.68916022418319e-07	YBL039C/YBL076C/YBL098W/YBR084W/YBR121C/YBR249C/YBR263W/YCL030C/YCR053W/YDL171C/YDR023W/YDR037W/YDR111C/YDR158W/YDR234W/YDR300C/YDR321W/YDR341C/YDR502C/YEL009C/YER055C/YER086W/YER091C/YFL022C/YFR055W/YGL009C/YGL148W/YGL202W/YGL245W/YGR061C/YGR094W/YGR124W/YGR155W/YGR264C/YHR019C/YHR020W/YHR025W/YHR208W/YIL078W/YIL094C/YJL130C/YJL200C/YJR016C/YKL029C/YLL062C/YLR180W/YLR355C/YMR108W/YMR217W/YMR300C/YNL247W/YOL097C/YOR108W/YOR184W/YOR236W/YOR335C/YOR375C/YPL160W/YPL273W/YPR033C/YPR118W	61
GO:0097064	GO:0097064	ncRNA export from nucleus	18/692	36/5607	3.72478956962714e-08	1.12047751543478e-06	1.02981829776802e-06	YDR450W/YER131W/YGL123W/YGL189C/YGR128C/YGR214W/YJR123W/YLR048W/YLR264W/YML026C/YMR230W/YNL178W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W/YPR080W	18
GO:1901293	GO:1901293	nucleoside phosphate biosynthetic process	37/692	119/5607	3.93485308001274e-08	1.14546333605133e-06	1.0527824848233e-06	YAR015W/YBL039C/YBL098W/YBR084W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YER070W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W/YNR012W/YNR016C/YOR074C	37
GO:0009129	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	10/692	12/5607	4.04098327507934e-08	1.14546333605133e-06	1.0527824848233e-06	YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YNR012W/YOR074C	10
GO:0009130	GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	10/692	12/5607	4.04098327507934e-08	1.14546333605133e-06	1.0527824848233e-06	YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YNR012W/YOR074C	10
GO:0009260	GO:0009260	ribonucleotide biosynthetic process	27/692	74/5607	7.08770298900415e-08	1.93468040848002e-06	1.77814303057472e-06	YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR128W/YHR216W/YJL130C/YJR105W/YKL216W/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL220W/YNR012W/YNR016C	27
GO:0031503	GO:0031503	protein-containing complex localization	27/692	74/5607	7.08770298900415e-08	1.93468040848002e-06	1.77814303057472e-06	YAL059W/YCR047C/YDL229W/YDR091C/YDR101C/YDR361C/YER006W/YFR001W/YGL099W/YGL135W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YKL143W/YKR094C/YLL034C/YLR106C/YLR229C/YLR293C/YNL178W/YNL209W/YPL220W/YPR016C	27
GO:0009165	GO:0009165	nucleotide biosynthetic process	36/692	117/5607	8.1292002138148e-08	2.17862565730237e-06	2.00235036845543e-06	YAR015W/YBL039C/YBL098W/YBR084W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YER070W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR300C/YNL220W/YNR012W/YNR016C/YOR074C	36
GO:0019693	GO:0019693	ribose phosphate metabolic process	32/692	100/5607	1.57348666174308e-07	4.14164167751661e-06	3.80653634147246e-06	YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YKR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR300C/YNL220W/YNR012W/YNR016C	32
GO:0006414	GO:0006414	translational elongation	17/692	36/5607	2.60376363349963e-07	6.73324139610255e-06	6.18844653058915e-06	YDL081C/YDL130W/YDL229W/YDR382W/YDR385W/YGL195W/YGR285C/YHR064C/YJR047C/YKL081W/YLR150W/YLR249W/YMR116C/YNL209W/YOL039W/YOR133W/YPR080W	17
GO:0006418	GO:0006418	tRNA aminoacylation for protein translation	17/692	37/5607	4.27055851949428e-07	1.08531090650596e-05	9.97497062538865e-06	YBL076C/YBR121C/YDR023W/YDR037W/YDR341C/YFL022C/YGL245W/YGR094W/YGR264C/YHR019C/YHR020W/YIL078W/YNL247W/YOL097C/YOR335C/YPL160W/YPR033C	17
GO:0036260	GO:0036260	RNA capping	21/692	54/5607	5.98245757739929e-07	1.49460041848925e-05	1.3736704553279e-05	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNL002C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	21
GO:0006399	GO:0006399	tRNA metabolic process	50/692	204/5607	8.20517709582857e-07	2.01573850654189e-05	1.85264261795287e-05	YAL033W/YBL018C/YBL024W/YBL076C/YBR121C/YDL051W/YDL112W/YDL201W/YDR023W/YDR037W/YDR045C/YDR120C/YDR165W/YDR341C/YFL022C/YGL245W/YGR094W/YGR158C/YGR200C/YGR264C/YHR019C/YHR020W/YHR062C/YHR070W/YIL008W/YIL078W/YJL050W/YLR384C/YMR259C/YMR312W/YNL062C/YNL132W/YNL151C/YNL247W/YNR003C/YOL097C/YOL125W/YOR001W/YOR224C/YOR226C/YOR243C/YOR335C/YPL086C/YPL160W/YPL183C/YPL207W/YPR033C/YPR110C/YPR187W/YPR190C	50
GO:0009259	GO:0009259	ribonucleotide metabolic process	29/692	93/5607	1.10706965145053e-06	2.67511584629194e-05	2.45866892392897e-05	YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR128W/YHR216W/YJL130C/YJR105W/YKL216W/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR300C/YNL220W/YNR012W/YNR016C	29
GO:0000154	GO:0000154	rRNA modification	14/692	28/5607	1.27151710368438e-06	3.0229293723077e-05	2.77834042859388e-05	YCR047C/YDL014W/YDL208W/YDR083W/YHR072W-A/YHR089C/YIL096C/YLR175W/YLR186W/YLR197W/YNL061W/YNL132W/YOR243C/YPL266W	14
GO:0055086	GO:0055086	nucleobase-containing small molecule metabolic process	50/692	208/5607	1.52604671887608e-06	3.57046486289419e-05	3.28157414735759e-05	YAR015W/YBL039C/YBL098W/YBR084W/YBR242W/YBR252W/YDL055C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YER003C/YER070W/YFL017C/YFL045C/YGL101W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL121C/YJL130C/YJR105W/YKL127W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR300C/YNL141W/YNL220W/YNR012W/YNR016C/YOR074C/YOR095C/YOR184W/YPL273W	50
GO:0043038	GO:0043038	amino acid activation	17/692	41/5607	2.51557691513888e-06	5.70455441986879e-05	5.24299188628947e-05	YBL076C/YBR121C/YDR023W/YDR037W/YDR341C/YFL022C/YGL245W/YGR094W/YGR264C/YHR019C/YHR020W/YIL078W/YNL247W/YOL097C/YOR335C/YPL160W/YPR033C	17
GO:0043039	GO:0043039	tRNA aminoacylation	17/692	41/5607	2.51557691513888e-06	5.70455441986879e-05	5.24299188628947e-05	YBL076C/YBR121C/YDR023W/YDR037W/YDR341C/YFL022C/YGL245W/YGR094W/YGR264C/YHR019C/YHR020W/YIL078W/YNL247W/YOL097C/YOR335C/YPL160W/YPR033C	17
GO:0006220	GO:0006220	pyrimidine nucleotide metabolic process	11/692	19/5607	2.7752953610228e-06	6.10564979425017e-05	5.61163413925585e-05	YBL039C/YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YNR012W/YOR074C	11
GO:0006221	GO:0006221	pyrimidine nucleotide biosynthetic process	11/692	19/5607	2.7752953610228e-06	6.10564979425017e-05	5.61163413925585e-05	YBL039C/YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YNR012W/YOR074C	11
GO:0046040	GO:0046040	IMP metabolic process	9/692	13/5607	2.85154243917284e-06	6.18113758138347e-05	5.68101411643257e-05	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YLR359W/YMR120C/YMR300C/YNL220W	9
GO:0009451	GO:0009451	RNA modification	32/692	113/5607	3.29409214800259e-06	7.03694467558814e-05	6.46757680317213e-05	YBL024W/YCR047C/YDL014W/YDL112W/YDL201W/YDL208W/YDR083W/YDR120C/YDR165W/YGR200C/YHR070W/YHR072W-A/YHR089C/YIL008W/YIL096C/YLR175W/YLR186W/YLR197W/YLR384C/YMR259C/YMR312W/YNL061W/YNL062C/YNL132W/YOL125W/YOR226C/YOR243C/YOR335C/YPL086C/YPL183C/YPL207W/YPL266W	32
GO:0046112	GO:0046112	nucleobase biosynthetic process	11/692	20/5607	5.4835748662192e-06	0.000115468419325816	0.000106125727110137	YBL039C/YDR408C/YGL234W/YJL130C/YKL216W/YLR420W/YML022W/YML106W/YMR300C/YNL141W/YOR184W	11
GO:0006753	GO:0006753	nucleoside phosphate metabolic process	43/692	177/5607	6.29085618338006e-06	0.000130601718511299	0.000120034572394516	YAR015W/YBL039C/YBL098W/YBR084W/YBR242W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YER070W/YGL101W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL121C/YJL130C/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR300C/YNL141W/YNL220W/YNR012W/YNR016C/YOR074C/YOR095C	43
GO:0016053	GO:0016053	organic acid biosynthetic process	45/692	192/5607	1.05052075793804e-05	0.000212118848931599	0.000194956051256851	YBL098W/YBR084W/YBR249C/YBR263W/YCL030C/YCR034W/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YEL009C/YER055C/YER073W/YER086W/YER091C/YFR055W/YGL009C/YGL055W/YGL148W/YGL202W/YGR124W/YGR155W/YGR286C/YHR025W/YHR208W/YIL094C/YJL130C/YJL200C/YJR016C/YKL182W/YLL062C/YLR355C/YLR372W/YMR108W/YNR016C/YOL052C/YOR108W/YOR184W/YOR236W/YOR375C/YPL231W/YPL273W/YPR069C/YPR118W	45
GO:0046394	GO:0046394	carboxylic acid biosynthetic process	45/692	192/5607	1.05052075793804e-05	0.000212118848931599	0.000194956051256851	YBL098W/YBR084W/YBR249C/YBR263W/YCL030C/YCR034W/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YEL009C/YER055C/YER073W/YER086W/YER091C/YFR055W/YGL009C/YGL055W/YGL148W/YGL202W/YGR124W/YGR155W/YGR286C/YHR025W/YHR208W/YIL094C/YJL130C/YJL200C/YJR016C/YKL182W/YLL062C/YLR355C/YLR372W/YMR108W/YNR016C/YOL052C/YOR108W/YOR184W/YOR236W/YOR375C/YPL231W/YPL273W/YPR069C/YPR118W	45
GO:0008652	GO:0008652	amino acid biosynthetic process	34/692	130/5607	1.1175720874498e-05	0.00022253450664817	0.000204528965261869	YBR084W/YBR249C/YBR263W/YCL030C/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YEL009C/YER055C/YER086W/YER091C/YFR055W/YGL009C/YGL148W/YGL202W/YGR124W/YGR155W/YHR025W/YHR208W/YIL094C/YJL130C/YJL200C/YJR016C/YLL062C/YLR355C/YMR108W/YOR108W/YOR184W/YOR236W/YOR375C/YPL273W/YPR118W	34
GO:0001510	GO:0001510	RNA methylation	17/692	45/5607	1.13229905010941e-05	0.00022253450664817	0.000204528965261869	YBL024W/YCR047C/YDL014W/YDL112W/YDL201W/YDR083W/YDR120C/YDR165W/YHR070W/YIL096C/YLR186W/YMR259C/YNL061W/YNL062C/YOL125W/YPL183C/YPL266W	17
GO:0009117	GO:0009117	nucleotide metabolic process	41/692	170/5607	1.25232600663492e-05	0.000242885333392089	0.000223233181515117	YAR015W/YBL039C/YBL098W/YBR084W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YER070W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL121C/YJL130C/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR300C/YNL141W/YNL220W/YNR012W/YNR016C/YOR074C/YOR095C	41
GO:0000055	GO:0000055	ribosomal large subunit export from nucleus	14/692	33/5607	1.43069411471665e-05	0.000273875730531473	0.000251716107401275	YAL059W/YDR101C/YDR361C/YER006W/YFR001W/YGL135W/YGR245C/YHR088W/YHR170W/YIL148W/YIR026C/YKR094C/YLL034C/YPL220W	14
GO:0006188	GO:0006188	IMP biosynthetic process	8/692	12/5607	1.62513962919378e-05	0.000307109719670721	0.000282261093491551	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YLR359W/YMR120C/YMR300C	8
