ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	35/608	152/5607	9.46572881854167e-06	0.000522116926342315	0.000466275972274401	YAL005C/YBR105C/YBR169C/YBR170C/YBR280C/YDL126C/YDL147W/YDR330W/YDR363W-A/YEL012W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YLR024C/YML088W/YMR067C/YMR184W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPR108W	35
GO:0051603	GO:0051603	proteolysis involved in protein catabolic process	52/608	264/5607	9.74997277967534e-06	0.000522116926342315	0.000466275972274401	YAL005C/YBL022C/YBL075C/YBR062C/YBR105C/YBR114W/YBR169C/YBR170C/YBR173C/YBR280C/YCL044C/YDL097C/YDL126C/YDL147W/YDR059C/YDR330W/YDR358W/YDR363W-A/YDR394W/YEL012W/YER098W/YER143W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YJL048C/YLL039C/YLR024C/YML088W/YMR067C/YMR184W/YMR304W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPL052W/YPL154C/YPR108W	52
GO:0010498	GO:0010498	proteasomal protein catabolic process	37/608	165/5607	1.00737851123133e-05	0.000522116926342315	0.000466275972274401	YAL005C/YBR105C/YBR169C/YBR170C/YBR280C/YDL126C/YDL147W/YDR330W/YDR363W-A/YDR394W/YEL012W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YLR024C/YML088W/YMR067C/YMR184W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPL052W/YPR108W	37
GO:0030437	GO:0030437	ascospore formation	28/608	110/5607	1.0274895780789e-05	0.000522116926342315	0.000466275972274401	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YER096W/YGL170C/YGR225W/YHR139C/YJL037W/YJL038C/YKL096W/YLR054C/YLR307W/YML066C/YNL012W/YNL194C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	28
GO:0019752	GO:0019752	carboxylic acid metabolic process	71/608	401/5607	1.22181025405272e-05	0.00057800241252038	0.000516184446964648	YAL054C/YAL062W/YBR006W/YBR026C/YBR053C/YCL040W/YCL064C/YCR005C/YDL021W/YDR272W/YDR380W/YDR516C/YDR533C/YEL071W/YER024W/YFL030W/YFR053C/YGL010W/YGL062W/YGL184C/YGL205W/YGR019W/YGR087C/YGR254W/YGR256W/YHR112C/YHR137W/YIL101C/YIL160C/YJL052W/YJL088W/YJR078W/YJR148W/YKL015W/YKL085W/YKL218C/YKR009C/YLR142W/YLR345W/YLR438W/YML004C/YML042W/YML054C/YMR020W/YMR095C/YMR110C/YMR169C/YMR170C/YMR250W/YMR303C/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL274C/YNR001C/YOL058W/YOR040W/YOR100C/YOR221C/YOR317W/YOR347C/YOR374W/YOR388C/YOR391C/YOR393W/YPL280W/YPR001W/YPR002W/YPR081C	71
GO:0048468	GO:0048468	cell development	28/608	111/5607	1.23636775704185e-05	0.00057800241252038	0.000516184446964648	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YER096W/YGL170C/YGR225W/YHR139C/YJL037W/YJL038C/YKL096W/YLR054C/YLR307W/YML066C/YNL012W/YNL194C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	28
GO:0019941	GO:0019941	modification-dependent protein catabolic process	48/608	239/5607	1.26385367169179e-05	0.00057800241252038	0.000516184446964648	YAL005C/YBL022C/YBR062C/YBR105C/YBR114W/YBR169C/YBR170C/YBR173C/YBR280C/YDL097C/YDL126C/YDL147W/YDR059C/YDR330W/YDR358W/YDR363W-A/YDR394W/YEL012W/YER098W/YER143W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YJL048C/YLL039C/YLR024C/YML088W/YMR067C/YMR184W/YMR304W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPR108W	48
GO:0042026	GO:0042026	protein refolding	12/608	28/5607	1.40186995573211e-05	0.000620440509440149	0.000554083744812286	YAL005C/YBL075C/YBR169C/YDR258C/YER103W/YJL034W/YLL026W/YLR216C/YLR259C/YMR186W/YOR020C/YPL240C	12
GO:0048646	GO:0048646	anatomical structure formation involved in morphogenesis	37/608	168/5607	1.55425080786986e-05	0.000666385033874201	0.000595114454065958	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YEL060C/YER096W/YER179W/YGL170C/YGR225W/YHL024W/YHR139C/YIL073C/YIL099W/YJL037W/YJL038C/YJL048C/YJL103C/YKL096W/YLR054C/YLR307W/YML066C/YMR067C/YNL012W/YNL194C/YNL196C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	37
GO:0043086	GO:0043086	negative regulation of catalytic activity	21/608	74/5607	2.2776483810589e-05	0.000946949569337213	0.000845672317560623	YBR170C/YBR214W/YDL126C/YDR014W-A/YER179W/YFR003C/YFR017C/YGR048W/YHR138C/YIL033C/YIL113W/YIR025W/YKL193C/YLR178C/YMR174C/YMR311C/YNL015W/YNL250W/YOR027W/YOR173W/YPL052W	21
GO:0034293	GO:0034293	sexual sporulation	28/608	115/5607	2.51697899437378e-05	0.000986655765794524	0.000881131894571755	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YER096W/YGL170C/YGR225W/YHR139C/YJL037W/YJL038C/YKL096W/YLR054C/YLR307W/YML066C/YNL012W/YNL194C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	28
GO:0043935	GO:0043935	sexual sporulation resulting in formation of a cellular spore	28/608	115/5607	2.51697899437378e-05	0.000986655765794524	0.000881131894571755	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YER096W/YGL170C/YGR225W/YHR139C/YJL037W/YJL038C/YKL096W/YLR054C/YLR307W/YML066C/YNL012W/YNL194C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	28
GO:1903008	GO:1903008	organelle disassembly	21/608	75/5607	2.84833148794905e-05	0.00102778628198078	0.000917863458819726	YAL005C/YAL008W/YBL078C/YBR170C/YCL001W-B/YDL126C/YDL149W/YDR022C/YGL180W/YIL065C/YJL036W/YJL102W/YJL185C/YKL037W/YLL026W/YLR312C/YLR356W/YNL242W/YOR019W/YOR152C/YPL166W	21
GO:0030154	GO:0030154	cell differentiation	28/608	116/5607	2.98541372686746e-05	0.00102778628198078	0.000917863458819726	YAL018C/YCL048W/YCR045C/YDL222C/YDR218C/YDR512C/YDR516C/YER096W/YGL170C/YGR225W/YHR139C/YJL037W/YJL038C/YKL096W/YLR054C/YLR307W/YML066C/YNL012W/YNL194C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W	28
GO:0046835	GO:0046835	carbohydrate phosphorylation	8/608	14/5607	3.02689782348996e-05	0.00102778628198078	0.000917863458819726	YCL040W/YCR036W/YDR009W/YDR516C/YFR053C/YIL107C/YJL155C/YLR345W	8
GO:0006511	GO:0006511	ubiquitin-dependent protein catabolic process	46/608	233/5607	3.04339153493355e-05	0.00102778628198078	0.000917863458819726	YAL005C/YBR062C/YBR105C/YBR114W/YBR169C/YBR170C/YBR173C/YBR280C/YDL097C/YDL126C/YDL147W/YDR059C/YDR330W/YDR358W/YDR363W-A/YDR394W/YEL012W/YER098W/YER143W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YJL048C/YLR024C/YML088W/YMR067C/YMR184W/YMR304W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPR108W	46
GO:0009653	GO:0009653	anatomical structure morphogenesis	42/608	206/5607	3.07137300008834e-05	0.00102778628198078	0.000917863458819726	YAL018C/YCL048W/YCR045C/YDL126C/YDL222C/YDL223C/YDR085C/YDR218C/YDR512C/YDR516C/YEL060C/YER096W/YER179W/YGL170C/YGR225W/YHL024W/YHR139C/YIL073C/YIL099W/YJL037W/YJL038C/YJL048C/YJL103C/YKL096W/YLR054C/YLR307W/YML066C/YMR067C/YMR104C/YNL012W/YNL194C/YNL196C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W/YPL123C	42
GO:0048856	GO:0048856	anatomical structure development	42/608	206/5607	3.07137300008834e-05	0.00102778628198078	0.000917863458819726	YAL018C/YCL048W/YCR045C/YDL126C/YDL222C/YDL223C/YDR085C/YDR218C/YDR512C/YDR516C/YEL060C/YER096W/YER179W/YGL170C/YGR225W/YHL024W/YHR139C/YIL073C/YIL099W/YJL037W/YJL038C/YJL048C/YJL103C/YKL096W/YLR054C/YLR307W/YML066C/YMR067C/YMR104C/YNL012W/YNL194C/YNL196C/YNL202W/YOL047C/YOL048C/YOL071W/YOL132W/YOR177C/YOR255W/YOR338W/YPL027W/YPL123C	42
GO:0043436	GO:0043436	oxoacid metabolic process	72/608	420/5607	3.30859230483445e-05	0.00108080681957925	0.000965213394192307	YAL054C/YAL062W/YBR006W/YBR026C/YBR053C/YCL040W/YCL064C/YCR005C/YDL021W/YDR272W/YDR380W/YDR516C/YDR533C/YEL071W/YER024W/YFL030W/YFR053C/YGL010W/YGL062W/YGL184C/YGL205W/YGR019W/YGR087C/YGR254W/YGR256W/YHR112C/YHR137W/YIL101C/YIL160C/YJL052W/YJL088W/YJR078W/YJR148W/YKL015W/YKL085W/YKL218C/YKR009C/YKR034W/YLR142W/YLR345W/YLR438W/YML004C/YML042W/YML054C/YMR020W/YMR095C/YMR110C/YMR169C/YMR170C/YMR250W/YMR303C/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL274C/YNR001C/YOL058W/YOR040W/YOR100C/YOR221C/YOR317W/YOR347C/YOR374W/YOR388C/YOR391C/YOR393W/YPL280W/YPR001W/YPR002W/YPR081C	72
GO:0061077	GO:0061077	chaperone-mediated protein folding	11/608	26/5607	3.73593537543132e-05	0.001162818828555	0.00103845413260551	YAL005C/YBL075C/YDR258C/YDR533C/YER103W/YJL034W/YLL026W/YOR007C/YOR020C/YOR391C/YPL280W	11
GO:0006081	GO:0006081	cellular aldehyde metabolic process	13/608	35/5607	3.87041692346891e-05	0.001162818828555	0.00103845413260551	YDR272W/YDR533C/YML004C/YMR095C/YMR110C/YMR322C/YNL009W/YNL117W/YNL274C/YOR040W/YOR391C/YPL088W/YPL280W	13
GO:0006082	GO:0006082	organic acid metabolic process	72/608	422/5607	3.89599471805626e-05	0.001162818828555	0.00103845413260551	YAL054C/YAL062W/YBR006W/YBR026C/YBR053C/YCL040W/YCL064C/YCR005C/YDL021W/YDR272W/YDR380W/YDR516C/YDR533C/YEL071W/YER024W/YFL030W/YFR053C/YGL010W/YGL062W/YGL184C/YGL205W/YGR019W/YGR087C/YGR254W/YGR256W/YHR112C/YHR137W/YIL101C/YIL160C/YJL052W/YJL088W/YJR078W/YJR148W/YKL015W/YKL085W/YKL218C/YKR009C/YKR034W/YLR142W/YLR345W/YLR438W/YML004C/YML042W/YML054C/YMR020W/YMR095C/YMR110C/YMR169C/YMR170C/YMR250W/YMR303C/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL274C/YNR001C/YOL058W/YOR040W/YOR100C/YOR221C/YOR317W/YOR347C/YOR374W/YOR388C/YOR391C/YOR393W/YPL280W/YPR001W/YPR002W/YPR081C	72
GO:0006508	GO:0006508	proteolysis	67/608	385/5607	3.8986637108987e-05	0.001162818828555	0.00103845413260551	YAL005C/YBL022C/YBL075C/YBR062C/YBR105C/YBR114W/YBR139W/YBR169C/YBR170C/YBR173C/YBR280C/YCL044C/YCR045C/YDL097C/YDL126C/YDL147W/YDR059C/YDR231C/YDR330W/YDR358W/YDR363W-A/YDR394W/YEL012W/YEL060C/YER098W/YER143W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGL259W/YGR048W/YGR066C/YGR225W/YGR231C/YGR253C/YHR138C/YIL097W/YIR025W/YIR039C/YJL034W/YJL048C/YKL103C/YLL039C/YLR024C/YLR178C/YLR299W/YML088W/YMR067C/YMR174C/YMR184W/YMR297W/YMR304W/YNL015W/YNL155W/YOL038W/YOL082W/YOR003W/YOR007C/YOR261C/YOR362C/YPL052W/YPL154C/YPR108W	67
GO:0046395	GO:0046395	carboxylic acid catabolic process	24/608	94/5607	4.16732914438363e-05	0.00121650544384986	0.00108639890796474	YBR006W/YCL064C/YDR380W/YGL010W/YGL205W/YGR019W/YGR087C/YGR256W/YHR137W/YIL101C/YIL160C/YJR078W/YJR148W/YKL015W/YKR009C/YLR142W/YLR438W/YMR250W/YMR303C/YNL009W/YNL202W/YNL274C/YOR388C/YPR001W	24
GO:0016054	GO:0016054	organic acid catabolic process	24/608	95/5607	5.01916624042775e-05	0.0014346450170556	0.00128120822453024	YBR006W/YCL064C/YDR380W/YGL010W/YGL205W/YGR019W/YGR087C/YGR256W/YHR137W/YIL101C/YIL160C/YJR078W/YJR148W/YKL015W/YKR009C/YLR142W/YLR438W/YMR250W/YMR303C/YNL009W/YNL202W/YNL274C/YOR388C/YPR001W	24
GO:0043632	GO:0043632	modification-dependent macromolecule catabolic process	49/608	260/5607	5.95127690014199e-05	0.00166635753203976	0.00148813884248448	YAL005C/YBL022C/YBR062C/YBR105C/YBR114W/YBR169C/YBR170C/YBR173C/YBR280C/YDL097C/YDL126C/YDL147W/YDR059C/YDR330W/YDR358W/YDR363W-A/YDR394W/YEL012W/YER098W/YER143W/YFL044C/YFR004W/YFR010W/YFR050C/YFR052W/YGL011C/YGL141W/YGR048W/YGR066C/YGR225W/YGR253C/YIL097W/YIR025W/YJL034W/YJL048C/YLL039C/YLR024C/YML088W/YML118W/YMR067C/YMR184W/YMR304W/YNL155W/YOL038W/YOL082W/YOR007C/YOR261C/YOR362C/YPR108W	49
