ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043436	GO:0043436	oxoacid metabolic process	151/1314	430/6424	1.68160821305202e-13	2.57438930070873e-11	2.2770101640848e-11	YAL054C/YAL062W/YBL039C/YBL076C/YBL098W/YBR006W/YBR026C/YBR053C/YBR084W/YBR093C/YBR121C/YBR249C/YBR263W/YCL030C/YCL040W/YCL064C/YCR005C/YCR034W/YCR053W/YDL021W/YDL171C/YDR023W/YDR037W/YDR089W/YDR111C/YDR158W/YDR234W/YDR272W/YDR300C/YDR321W/YDR341C/YDR380W/YDR502C/YDR516C/YDR533C/YEL009C/YEL071W/YER024W/YER055C/YER073W/YER086W/YER091C/YFL022C/YFL030W/YFR053C/YFR055W/YGL009C/YGL010W/YGL055W/YGL062W/YGL148W/YGL184C/YGL202W/YGL205W/YGL245W/YGL253W/YGR019W/YGR061C/YGR087C/YGR094W/YGR124W/YGR155W/YGR254W/YGR256W/YGR264C/YGR286C/YHR019C/YHR020W/YHR025W/YHR112C/YHR137W/YHR208W/YIL078W/YIL094C/YIL101C/YIL160C/YJL052W/YJL088W/YJL130C/YJL198W/YJL200C/YJR016C/YJR078W/YJR148W/YKL015W/YKL029C/YKL085W/YKL182W/YKL218C/YKR009C/YKR034W/YLL062C/YLR058C/YLR142W/YLR153C/YLR180W/YLR345W/YLR355C/YLR372W/YLR438W/YML004C/YML042W/YML054C/YMR020W/YMR095C/YMR108W/YMR110C/YMR169C/YMR170C/YMR217W/YMR246W/YMR250W/YMR300C/YMR303C/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL247W/YNL274C/YNR001C/YNR016C/YOL052C/YOL058W/YOL097C/YOL126C/YOR040W/YOR100C/YOR108W/YOR184W/YOR221C/YOR236W/YOR317W/YOR335C/YOR347C/YOR374W/YOR375C/YOR388C/YOR391C/YOR393W/YPL160W/YPL231W/YPL273W/YPL280W/YPR001W/YPR002W/YPR033C/YPR069C/YPR081C/YPR118W	151
GO:0006082	GO:0006082	organic acid metabolic process	151/1314	432/6424	2.60009137702859e-13	3.64879489909679e-11	3.227306402189e-11	YAL054C/YAL062W/YBL039C/YBL076C/YBL098W/YBR006W/YBR026C/YBR053C/YBR084W/YBR093C/YBR121C/YBR249C/YBR263W/YCL030C/YCL040W/YCL064C/YCR005C/YCR034W/YCR053W/YDL021W/YDL171C/YDR023W/YDR037W/YDR089W/YDR111C/YDR158W/YDR234W/YDR272W/YDR300C/YDR321W/YDR341C/YDR380W/YDR502C/YDR516C/YDR533C/YEL009C/YEL071W/YER024W/YER055C/YER073W/YER086W/YER091C/YFL022C/YFL030W/YFR053C/YFR055W/YGL009C/YGL010W/YGL055W/YGL062W/YGL148W/YGL184C/YGL202W/YGL205W/YGL245W/YGL253W/YGR019W/YGR061C/YGR087C/YGR094W/YGR124W/YGR155W/YGR254W/YGR256W/YGR264C/YGR286C/YHR019C/YHR020W/YHR025W/YHR112C/YHR137W/YHR208W/YIL078W/YIL094C/YIL101C/YIL160C/YJL052W/YJL088W/YJL130C/YJL198W/YJL200C/YJR016C/YJR078W/YJR148W/YKL015W/YKL029C/YKL085W/YKL182W/YKL218C/YKR009C/YKR034W/YLL062C/YLR058C/YLR142W/YLR153C/YLR180W/YLR345W/YLR355C/YLR372W/YLR438W/YML004C/YML042W/YML054C/YMR020W/YMR095C/YMR108W/YMR110C/YMR169C/YMR170C/YMR217W/YMR246W/YMR250W/YMR300C/YMR303C/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL247W/YNL274C/YNR001C/YNR016C/YOL052C/YOL058W/YOL097C/YOL126C/YOR040W/YOR100C/YOR108W/YOR184W/YOR221C/YOR236W/YOR317W/YOR335C/YOR347C/YOR374W/YOR375C/YOR388C/YOR391C/YOR393W/YPL160W/YPL231W/YPL273W/YPL280W/YPR001W/YPR002W/YPR033C/YPR069C/YPR081C/YPR118W	151
GO:0034470	GO:0034470	ncRNA processing	163/1314	480/6424	4.45899197913429e-13	5.77610960989396e-11	5.10888554694334e-11	YAL033W/YBL004W/YBL018C/YBL024W/YBL072C/YBR048W/YBR181C/YBR189W/YCL059C/YCR031C/YCR047C/YCR057C/YCR087C-A/YDL014W/YDL031W/YDL051W/YDL060W/YDL083C/YDL112W/YDL136W/YDL148C/YDL153C/YDL191W/YDL201W/YDL208W/YDL213C/YDL229W/YDR025W/YDR064W/YDR083W/YDR087C/YDR091C/YDR120C/YDR165W/YDR412W/YDR450W/YDR500C/YEL026W/YEL055C/YER006W/YER074W/YER102W/YER131W/YFR001W/YGL029W/YGL030W/YGL076C/YGL078C/YGL120C/YGL123W/YGL135W/YGL171W/YGL189C/YGR103W/YGR118W/YGR128C/YGR145W/YGR158C/YGR200C/YGR214W/YGR251W/YGR280C/YGR285C/YHL015W/YHL033C/YHR021C/YHR062C/YHR064C/YHR070W/YHR072W-A/YHR081W/YHR087W/YHR088W/YHR089C/YHR197W/YIL008W/YIL019W/YIL069C/YIL096C/YJL010C/YJL033W/YJL050W/YJL109C/YJL136C/YJL177W/YJL191W/YJR041C/YKL014C/YKL078W/YKL099C/YKL156W/YKL172W/YKL180W/YKR057W/YKR081C/YLL008W/YLL045C/YLR002C/YLR048W/YLR106C/YLR129W/YLR132C/YLR167W/YLR175W/YLR185W/YLR186W/YLR196W/YLR197W/YLR264W/YLR276C/YLR293C/YLR384C/YLR409C/YLR441C/YML026C/YML063W/YML093W/YMR049C/YMR128W/YMR143W/YMR229C/YMR259C/YMR290C/YMR312W/YNL002C/YNL061W/YNL062C/YNL075W/YNL096C/YNL132W/YNL209W/YNL308C/YNR054C/YOL022C/YOL077C/YOL125W/YOR001W/YOR004W/YOR056C/YOR063W/YOR096W/YOR167C/YOR226C/YOR243C/YOR272W/YOR310C/YOR335C/YPL012W/YPL043W/YPL082C/YPL086C/YPL090C/YPL126W/YPL183C/YPL198W/YPL207W/YPL211W/YPL217C/YPL220W/YPL266W/YPR016C/YPR112C/YPR132W	163
GO:0009123	GO:0009123	nucleoside monophosphate metabolic process	34/1314	51/6424	9.78133592475688e-13	1.1765549783779e-10	1.04064588973917e-10	YAR015W/YBR242W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL101W/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL141W/YNL220W/YNL250W/YNR012W/YOR074C	34
GO:0000028	GO:0000028	ribosomal small subunit assembly	23/1314	28/6424	4.0508452882706e-12	4.54774897696513e-10	4.02241830379151e-10	YBR048W/YCR031C/YCR057C/YDR025W/YDR447C/YGR214W/YHR021C/YJL191W/YJR123W/YKL156W/YLR048W/YLR167W/YLR264W/YML024W/YMR229C/YMR230W/YNL302C/YNR054C/YOL040C/YOL121C/YOR167C/YOR293W/YPR112C	23
GO:0009124	GO:0009124	nucleoside monophosphate biosynthetic process	29/1314	41/6424	4.76604836469051e-12	5.01626590383676e-10	4.4368147605507e-10	YAR015W/YBR252W/YDR020C/YDR399W/YDR408C/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL141W/YNL220W/YNR012W/YOR074C	29
GO:0000460	GO:0000460	maturation of 5.8S rRNA	48/1314	94/6424	3.11839479351629e-11	2.91743157348969e-09	2.58042610106758e-09	YBL004W/YCL059C/YCR047C/YCR057C/YDL031W/YDL148C/YDL153C/YDR450W/YDR500C/YFR001W/YGL078C/YGL120C/YGL171W/YGR103W/YGR158C/YGR214W/YGR251W/YHR081W/YHR088W/YJL010C/YJL050W/YJL109C/YJL136C/YJL177W/YKL014C/YKL099C/YKL180W/YKR057W/YKR081C/YLR048W/YLR129W/YLR185W/YLR186W/YLR293C/YML026C/YML093W/YMR049C/YMR229C/YNL002C/YNL308C/YNR054C/YOL077C/YOR001W/YOR004W/YOR272W/YOR310C/YPR016C/YPR112C	48
GO:0000466	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	48/1314	94/6424	3.11839479351629e-11	2.91743157348969e-09	2.58042610106758e-09	YBL004W/YCL059C/YCR047C/YCR057C/YDL031W/YDL148C/YDL153C/YDR450W/YDR500C/YFR001W/YGL078C/YGL120C/YGL171W/YGR103W/YGR158C/YGR214W/YGR251W/YHR081W/YHR088W/YJL010C/YJL050W/YJL109C/YJL136C/YJL177W/YKL014C/YKL099C/YKL180W/YKR057W/YKR081C/YLR048W/YLR129W/YLR185W/YLR186W/YLR293C/YML026C/YML093W/YMR049C/YMR229C/YNL002C/YNL308C/YNR054C/YOL077C/YOR001W/YOR004W/YOR272W/YOR310C/YPR016C/YPR112C	48
GO:0000479	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	36/1314	61/6424	4.13278449624187e-11	3.59679933855048e-09	3.18131707966554e-09	YBL004W/YCL059C/YCR047C/YCR057C/YDL060W/YDL148C/YDL153C/YDR450W/YDR500C/YFR001W/YGL078C/YGL171W/YGR214W/YGR251W/YHR021C/YJL010C/YJL109C/YJL136C/YJL177W/YKL099C/YKL180W/YKR057W/YLR048W/YLR129W/YLR185W/YLR186W/YML026C/YML093W/YMR229C/YNL308C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	36
GO:0009161	GO:0009161	ribonucleoside monophosphate metabolic process	28/1314	41/6424	4.27173318117634e-11	3.59679933855048e-09	3.18131707966554e-09	YAR015W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL141W/YNL220W/YNR012W	28
GO:0009156	GO:0009156	ribonucleoside monophosphate biosynthetic process	26/1314	38/6424	2.019800724001e-10	1.61968781867509e-08	1.43259048845184e-08	YAR015W/YDR020C/YDR399W/YDR408C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL130C/YJR105W/YKL181W/YKL216W/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL141W/YNL220W/YNR012W	26
GO:0000470	GO:0000470	maturation of LSU-rRNA	35/1314	62/6424	4.2685763363059e-10	3.26740115924506e-08	2.88996914635065e-08	YDL031W/YDL136W/YDL191W/YDL208W/YDR500C/YEL026W/YER006W/YER131W/YGL076C/YGL078C/YGL120C/YGL135W/YGL189C/YGR103W/YHL033C/YHR088W/YJL177W/YKL014C/YKL180W/YKR081C/YLL045C/YLR185W/YLR276C/YMR049C/YMR229C/YMR290C/YNL002C/YNL061W/YOL077C/YOR272W/YPL043W/YPL198W/YPL211W/YPL220W/YPR016C	35
GO:0006407	GO:0006407	rRNA export from nucleus	16/1314	18/6424	8.7493814875405e-10	6.13914934375758e-08	5.4299889495043e-08	YDR450W/YER131W/YGL123W/YGL189C/YGR214W/YJR123W/YLR048W/YLR264W/YML026C/YMR230W/YNL178W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W	16
GO:0051029	GO:0051029	rRNA transport	16/1314	18/6424	8.7493814875405e-10	6.13914934375758e-08	5.4299889495043e-08	YDR450W/YER131W/YGL123W/YGL189C/YGR214W/YJR123W/YLR048W/YLR264W/YML026C/YMR230W/YNL178W/YNL302C/YOL040C/YOL121C/YOR167C/YOR293W	16
GO:0140694	GO:0140694	non-membrane-bounded organelle assembly	66/1314	160/6424	1.06377660370266e-09	7.16559920254112e-08	6.33786902837585e-08	YBR048W/YCL024W/YCR031C/YCR057C/YDR025W/YDR060W/YDR361C/YDR418W/YDR447C/YEL054C/YEL055C/YER131W/YFR004W/YGL008C/YGL031C/YGL099W/YGL189C/YGR085C/YGR140W/YGR148C/YGR162W/YGR214W/YHR021C/YHR172W/YHR197W/YIL033C/YIL148W/YIR026C/YJL164C/YJL191W/YJR123W/YKL156W/YKR081C/YKR094C/YLL008W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR340W/YLR448W/YML024W/YML073C/YMR001C/YMR229C/YMR230W/YNL126W/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOR063W/YOR167C/YOR276W/YOR293W/YPL131W/YPL211W/YPR016C/YPR093C/YPR102C/YPR112C/YPR119W	66
